,,,,,Label,S4.1 L,S4.2 L,S4.3 L,S4.4 L,S4.5 L,S4.6 L,SR.1 L,SR.2 L,SR.3 L,SR.4 L,SR.5 L,SR.6 L,S30.1 L,S30.2 L,S30.3 L,S30.4 L,S30.5 L,S30.6 L,PR.1 L,PR.2 L,PR.3 L,PR.4 L,PR.5 L,PR.6 L,P4..1 L,P4.2 L,P4.3 L,P4..4 L,P4..5 L,P4.6 L,P30.1 L,P30.2 L,P30.3 L,P30.4 L,P30.5 L,P30.6 L,TR.1 L,TR.2 L,TR.3 L,TR.4 L,TR.5 L,TR.6 L,T4.1 L,T4.2 L,T4.3 L,T4..4 L,T4..5 L,T4.6 L,T30.1 L,T30.2 L,T30.3 L,T30.4 L,T30.5 L,T30.6 L,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
9.22_911.66,,,,911.6553,9.225,4084,4468,3546,3863,3957,3899,6191,3803,4822,5440,3102,4951,5675,3951,5256,4592,3677,2429,4577,1543,3187,2869,3601,3706,3158,3525,5413,5823,3181,1644,4203,2656,2251,2677,3425,2935,2335,1615,2337,4804,1807,1732,1580,3497,3788,2521,3555,4567,2159,2417,2506,2207,2705,3732,442,695,1149,575,584,340,427,3759,3700,4080,4238,4254,4151,4074
9.18_883.68,,,,883.6793,9.176,8458,7355,4374,4773,5043,5796,5839,2770,5039,6269,2491,6241,5739,3333,4987,8199,5053,1991,5501,1221,2581,2712,3047,3858,3139,2979,4932,1597,2822,1305,5079,2580,1472,2941,3219,2367,1777,590,1132,3420,1020,982,933,2474,3160,1614,2483,3559,1951,1914,2023,1750,2064,3071,68,40,187,139,138,67,78,3673,3416,3910,3875,3957,3828,3712
9.34_856.73,,,,856.7294,9.344,12446,6234,5276,4508,4479,5656,4694,1474,3785,5036,1826,4064,3388,2511,4539,10711,4924,1491,6243,843,2484,2775,3313,3911,3818,3155,4854,648,3089,1180,6817,3387,1746,3513,3341,1861,1013,318,985,2402,728,833,697,1749,3233,1235,2022,3501,1866,1904,1746,1489,2195,2938,237,102,270,386,78,144,148,3503,3435,3575,3746,3545,3392,4249
6.63_610.59,,,,610.5891,6.632,1363,2187,2139,2229,2879,4420,2789,3183,2680,1603,3905,2668,2631,2879,2060,782,2085,4612,5162,13978,8698,7843,4906,5794,8580,7177,4763,6907,7401,6504,2352,4702,3041,2474,3387,4509,2218,2412,2347,1420,2495,2017,2334,2077,1677,2545,1623,2806,1504,1566,2550,2009,1773,1236,1255,1224,1581,1239,1210,1081,1235,3752,3244,3456,3191,2931,3535,3419
8.69_812.68,,,,812.6773,8.692,8011,4362,3997,4714,5344,3669,4865,2051,3983,6257,1958,5465,2054,2658,4065,8993,3555,1583,5317,896,2387,2712,4261,3495,3182,2828,8127,1627,3065,1262,5892,2493,1865,2934,2588,2107,1356,512,1569,3612,970,1041,664,2669,3559,1733,2918,3933,1480,1799,1890,1328,1916,2856,354,235,334,412,203,242,370,3930,3870,3878,3685,3664,3966,4009
9.55_863.65,,,,863.6534,9.549,6785,4895,5121,4773,4955,4096,7326,2807,5332,4027,2875,4006,3342,3398,5067,5920,3598,2134,4524,1657,3074,3963,3293,5072,3528,3584,3922,2666,3815,2565,5159,2981,3208,3781,4002,2137,2314,758,2110,3224,1097,1474,1124,2748,3421,2154,2734,3382,2677,2610,2644,2054,2722,3184,350,401,553,537,652,492,558,3936,4239,4139,3940,4741,4248,3893
5.27_792.57,,,,792.572,5.267,16026,46449,60384,9,9,19,30321,80517,19,7,16,7,23402,9,35711,20317,8,9,5,11,9,13,5,13,8,9,5,68,6,8,6,12,11,7,20,22,7,10,8,6,8,9,9,10,6,7,7,7,9,7,7,10,8,7,2246,9,949,2313,4030,2212,2111,9,9,9,9,9,9,9
9.17_1019.78,,,,1019.7803,9.166,5265,10903,6448,4035,2625,6141,6395,4019,4085,7361,3748,6630,55949,4624,20422,5275,7666,3722,3662,1406,2279,2039,2085,2535,2655,2393,3543,2666,2294,1518,3273,1603,1259,1772,1540,1373,2291,978,1518,3440,1396,1147,1823,1868,2604,1342,2320,3240,1293,1399,1854,1330,1526,2453,3,37,79,3,39,41,97,3685,3764,3690,3564,3954,3741,3879
9.20_1042.79,,,,1042.787,9.198,2131,4763,7225,3638,1898,4349,7402,8001,3745,12534,5463,6283,57677,3729,30331,7849,6725,4380,2310,1633,1953,1520,2401,2499,1784,2217,3323,5544,1587,1862,2719,1298,1015,1411,1179,890,2888,1612,1617,2705,1651,1231,3386,1695,2759,1293,2086,3073,1024,1104,1719,1437,1208,2335,67,1,83,1,39,55,48,3467,3567,3525,3406,3422,3710,2613
9.42_938.67,,,,938.6722,9.418,2991,4790,2912,3693,3010,3052,3578,2563,5037,5023,2275,5407,4414,4036,5142,3632,3169,2829,4366,1266,2898,2689,4023,3542,3233,3503,4958,2425,2912,1737,4058,2536,2165,2788,2697,1948,3118,1562,2308,5456,1989,2016,1923,3542,4174,2616,4229,5051,2450,3190,3223,2536,3103,4075,124,125,87,89,3,3,87,4372,3998,4331,4402,4305,4395,4531
9.42_1052.87,,,,1052.8667,9.424,7938,9577,7386,4176,2777,5041,4846,2718,3577,8722,2423,6204,46726,4726,19307,7440,7617,2373,3356,975,2009,1831,3294,2749,1981,2400,3241,1529,2059,1120,3627,1627,1065,1886,1263,1108,2366,727,1237,2916,1030,984,1309,1654,3284,1176,2476,3276,1071,1532,2096,1240,1437,2733,3,63,102,49,3,43,54,3601,3496,3632,3648,3813,3469,3754
9.00_1040.77,,,,1040.7712,8.998,2072,3255,7690,4520,1550,3194,7796,11246,4011,14309,6327,7821,67510,4246,33440,10078,6272,5385,1351,1157,1677,1255,2300,2647,1408,1605,2574,6162,1226,1458,2640,1246,784,1240,1135,1048,2248,1417,1025,1770,1521,1010,2395,1201,3069,1042,1642,2536,805,1159,1856,1055,1251,2139,3,43,8,74,46,34,3,3467,3398,3795,3279,3608,3241,3696
6.30_679.47,,,,679.4706,6.301,2028,5851,4219,2949,3642,3755,5117,7135,2557,3913,5025,6008,3562,3547,3284,1408,3142,6309,2856,6077,4639,3165,3464,4625,5530,6445,2725,5295,3355,3186,2003,2209,2223,1464,1206,2704,6632,2644,1754,2182,2071,2955,4400,2721,4057,2619,1636,4846,1879,2465,4574,4470,1931,2340,196,126,183,154,141,128,146,3440,3404,3410,3231,3446,3150,3939
9.41_975.73,,,,975.7348,9.412,7157,9075,7929,4237,2816,5210,7283,3671,4472,7731,3000,5753,52547,4731,18705,6167,6853,2749,3058,1070,2017,1794,2647,3321,2100,2645,2593,2546,1796,1266,3237,1960,1579,2005,1945,1747,2246,1282,1599,2845,1233,1232,1540,2069,3293,1392,2481,3076,1486,1859,2139,1553,1805,2681,87,163,8,91,46,44,52,3618,3509,3736,3761,3619,3515,4017
1.15_292.26,,,,292.2642,1.147,581,728,2764,1335,1959,2483,3164,6987,4533,1326,8680,2177,2517,2185,2028,803,2411,4426,2968,6461,6906,11871,4937,20927,5926,4348,3677,10485,5159,7392,2790,3599,5910,3593,5444,6841,3548,4004,2559,1355,2799,2514,3127,1005,1747,2017,1514,2241,1819,1082,1706,2513,1801,1837,1,84,426,2,2,102,18,3506,3300,3409,3055,3671,3377,3257
8.77_1034.82,,,,1034.82,8.767,6953,12934,5774,4810,2973,5982,4642,3112,4125,7759,3135,7702,32336,3621,16221,6627,6260,2506,4027,860,1904,1554,2980,1917,1979,2259,5520,1597,2427,1133,3150,1353,1228,1613,1429,1105,2546,647,1270,3266,1301,996,1467,1740,2888,1256,2294,3907,1303,1522,1939,1185,1429,2954,68,2,111,97,1,47,45,3568,3594,3734,3586,3721,3578,3801
9.55_936.71,,,,936.7127,9.551,4703,5757,4416,4299,3550,4543,4290,3226,5890,6433,2705,6020,18378,4479,7707,4997,4452,2653,3932,1378,2761,2324,3277,3400,2469,3431,3847,2433,2662,1833,3671,2363,1937,2455,2285,1866,2576,1314,2229,3954,1987,1739,1921,3148,3739,2092,3100,4038,2245,2810,2834,2416,2397,3574,1,57,157,78,84,59,40,3551,3915,4191,3369,3912,3924,3848
10.44_964.70,,,,964.6987,10.439,4363,5591,5845,4763,3735,5551,7454,2668,5121,3641,3532,3803,7710,3897,6539,3279,4550,3233,2560,3477,3755,4633,2368,4540,3480,3469,2267,2026,3192,4470,2663,4446,4010,3691,6889,3852,2329,1704,2844,2471,2292,2387,2046,2723,2921,3031,2673,3006,3057,3339,3049,2997,3527,2889,2106,2255,3030,2184,1963,2450,2118,3964,4385,4421,4232,4060,3893,3984
10.30_1044.89,,,,1044.8942,10.296,6335,8968,7030,4277,2690,5618,5112,2335,3918,6644,3020,4892,22311,3854,11690,5013,5979,3015,4179,2286,2882,2659,2728,3209,3038,3138,3231,3005,3111,2251,3728,2596,1851,2833,2909,1495,2066,1331,1953,3383,1371,1485,1925,2582,3319,1932,2621,3432,1836,2041,1967,1589,2190,2932,165,127,164,4,180,172,74,3892,4208,3937,3849,3876,3840,3782
9.56_981.67,,,,981.6689,9.558,5854,6575,4533,4447,3512,4167,5069,2739,4053,5091,2601,4453,8595,3332,5695,5335,4249,2193,4506,1821,2512,2514,3495,3079,2865,2961,4521,1951,3174,2346,3877,2499,2101,3082,2807,1968,2770,1425,2446,4085,1546,1775,1765,2783,3316,2216,2986,4295,2613,3298,2935,2697,2608,3542,171,214,213,176,182,111,196,4054,3828,3996,3822,3852,4133,3918
10.53_988.72,,,,988.7167,10.529,5349,6220,6738,5320,2951,4089,4808,1866,3221,4498,2315,4054,10685,3609,5513,4406,5050,2344,3399,2401,4192,4852,3079,3204,3409,4267,3152,1725,3882,3249,3571,2941,2508,3913,4002,2729,2358,1974,2244,3220,1480,1826,1735,2235,2665,2514,3487,3591,3543,2355,2202,2131,2715,3782,578,582,926,536,396,559,565,4835,4443,4040,4837,3672,4656,3612
8.73_917.73,,,,917.7273,8.728,7931,7743,4536,5317,4292,4803,5445,2566,4405,5127,2743,5042,6986,2950,5104,7051,3668,1748,5200,1151,2260,2863,4344,3070,3173,2780,6965,1582,3286,1345,4857,2321,1729,2778,2325,2003,1860,612,1727,3920,1147,1149,979,2191,3245,1624,2487,3815,1569,1885,1922,1563,2227,2909,3382,3249,4126,3273,3465,3513,3543,3576,3450,3450,3432,3717,3578,3591
4.49_898.61,,,,898.6057,4.487,301,3093,1916,1068,6521,3591,1976,4281,1519,4832,4676,13478,1682,3791,1409,699,4696,9898,1295,4811,3971,3023,2310,2157,4749,3107,953,1009,2861,5670,1689,2502,2075,1929,984,1676,4741,1810,2661,1615,3289,2907,2304,1318,1288,2621,824,2105,6193,3222,6827,5548,2832,11196,3,118,83,86,3,57,66,2981,2534,2556,2424,2594,2896,2791
8.95_911.65,,,,911.6525,8.947,9611,5443,5194,5134,4218,5045,7288,3301,4582,5993,2654,4616,5473,3310,6046,9172,5115,1936,4668,1357,2231,2810,2879,3726,3175,3108,3670,3103,2765,888,6006,3305,2441,2912,3695,2741,1378,766,1253,2530,1083,1087,1096,2223,3402,1499,2404,3359,1964,1992,2177,1593,2532,3466,12,15,894,15,14,14,14,3469,3749,3777,3669,3763,3734,3759
9.76_991.71,,,,991.7059,9.763,3170,5796,5670,3841,2445,4443,6219,3331,4773,5570,3347,5044,26290,4165,14112,3929,5416,3793,2806,1512,3485,2584,2618,3343,2593,3673,3547,3691,2294,1948,2945,2520,2356,2772,2555,2565,3062,1851,2270,3695,2045,1819,2368,2968,3897,2144,3451,3985,2237,2285,2961,2168,3040,3303,114,43,94,72,116,89,79,3744,3902,4131,3775,3903,4146,4119
11.69_905.83,,,,905.8307,11.689,6461,3519,3262,3466,2064,2029,2870,1249,2425,3361,1490,2512,1962,2174,3268,4894,2722,2026,5257,2130,3863,2584,5046,2830,2717,3486,3344,2222,3682,4526,3529,2501,2498,3336,3743,2005,2200,2414,3460,4658,3435,4475,3316,4711,2934,3425,4459,2897,2659,3983,2253,1665,4391,2309,1899,1987,2177,1689,2256,1750,1865,3955,3341,3626,4211,4991,4082,3655
8.68_867.65,,,,867.6481,8.68,5377,4448,2766,4045,5566,2416,3782,2659,5544,6556,1987,6960,2155,3363,3555,6435,2940,1737,5684,882,2776,2025,3808,2932,2916,2914,8417,2930,3108,1051,5014,2181,1636,2559,2619,1537,1955,820,1749,5104,1188,1079,951,3576,3809,1850,3186,4705,1427,1731,1815,1380,2079,2723,58,61,257,101,43,97,80,3631,3274,3566,3684,3637,3947,3613
9.20_922.78,,,,922.7818,9.195,10854,5643,4458,5638,3857,4204,3663,817,3248,4923,1786,4278,2860,2649,4375,12264,4040,1673,6544,1127,2271,2823,3648,3363,3484,2803,6374,1665,3194,1173,6208,2689,1736,2637,2715,1029,1089,381,896,2939,739,708,778,1412,3284,1161,2178,3318,1779,1614,1657,1449,1861,2645,1,1,2,1,1,1,1,3543,3305,3449,3524,3417,3426,3464
10.07_1000.81,,,,1000.8068,10.069,4382,9518,7798,5114,1253,3376,10828,2212,6775,5693,1715,5736,24089,5025,12154,5339,10352,2704,2609,1502,1951,1233,3417,3049,3383,3132,3850,2350,3560,1517,2981,1460,1922,3198,2973,1281,1500,1919,1111,3198,1494,1079,1351,2698,3186,902,3243,3823,1018,2422,1921,1715,2360,2815,208,90,426,181,383,294,339,3690,5477,4148,1830,3056,3029,4003
9.58_876.71,,,,876.713,9.577,6960,5143,4920,4075,3943,3533,3796,1604,3996,4735,2319,4029,4703,3178,4614,7208,3636,1696,4974,1209,2594,3415,3822,3912,3311,3130,5638,2418,2954,1945,5658,2670,2268,3323,3029,2117,2145,965,1721,3551,1170,1098,988,2205,3809,1971,2863,3936,2406,2624,2348,2111,2493,3210,216,122,185,46,177,247,69,3626,3897,3681,3047,3868,3967,4177
10.28_985.70,,,,985.6979,10.28,4743,4580,3813,4267,2941,4104,4390,1845,3758,6241,3192,3732,7665,3180,7174,4162,4671,2629,3151,1806,2693,3956,3247,3640,4311,2621,3195,3269,2799,2564,3138,2316,2300,4517,2774,3153,2360,1992,2765,3835,4220,1286,2239,2600,4169,2257,3402,3779,3701,3270,2629,2325,2929,2857,1346,1393,1805,1322,1466,1462,1423,3676,3731,6562,3663,3592,3734,3492
9.27_887.65,,,,887.6526,9.266,7405,5657,5117,5182,4475,4568,5644,2486,3939,5304,2269,4325,4589,3438,5200,7554,4267,2068,5257,1218,2940,3000,3469,4037,3387,3010,4519,1996,3389,1491,5246,3350,2097,3450,3498,2181,1652,560,1329,3316,906,1117,922,2064,3564,1920,2675,3281,1959,2517,2099,1659,2585,3060,246,91,94,137,151,140,153,3828,4034,3992,3938,4246,3997,4080
9.69_549.49,,,,549.4874,9.692,5791,3689,2719,3594,3299,2309,841,932,3021,5118,1190,3950,862,2044,2810,8352,2642,1397,7611,846,2482,2630,5329,2704,3650,3046,11393,716,3871,1096,5526,2385,1570,3266,2425,1804,1271,836,1357,4529,1107,1046,982,2489,3346,1953,3094,4317,1647,1736,1613,1200,2087,2196,88,98,209,179,95,304,141,3725,3540,3432,3655,3584,3256,3848
9.95_780.71,,,,780.7062,9.95,4788,4006,2668,3485,5490,2433,2385,1413,3802,5143,1288,4312,1907,2104,3114,8127,2697,1543,7957,703,2782,2627,5152,2688,3082,3251,10816,2471,3814,1240,5333,2019,1626,2774,2750,1943,1356,720,1631,4817,995,923,919,2612,2869,2109,2770,3996,1470,1531,1226,1160,1954,2109,497,478,521,711,414,461,531,3365,3604,3599,3536,3693,3546,2925
9.30_906.75,,,,906.7475,9.296,7869,6691,4279,4503,4154,4899,4319,2412,5391,5777,2604,5515,6445,3190,5602,7188,4407,2127,5187,1272,2312,2817,3189,3691,2712,2929,5413,26,2917,1605,4560,2418,1757,2895,2509,1353,2077,700,1506,3473,1217,1230,1286,2364,3031,1355,2399,3654,2216,2412,2202,2428,2035,3146,3,3,279,3,203,3,3,3496,3399,3883,3450,3473,3890,3539
10.95_925.70,,,,925.7034,10.951,4790,4578,3474,3725,3913,3558,3839,1866,3971,3387,1645,3089,2709,2790,3249,4641,3127,1915,5036,1907,3326,3139,4025,3684,3773,3449,4295,1800,4279,3590,4299,3082,3234,3888,3750,2853,2277,1855,2739,3811,1844,2167,2298,2648,2966,3089,3437,3569,3322,2961,2366,2249,3206,2439,1200,1109,1179,1017,1206,1074,1174,3756,4444,4276,4489,4137,4015,4023
5.96_866.54,,,,866.5419,5.955,2922,2002,5694,2483,6624,3533,7587,7181,5357,1901,5121,1776,5643,4215,4843,1277,3266,3554,1519,3449,2971,3844,1803,4367,2369,2778,1324,6704,2663,2899,2081,3563,3919,3050,3991,5327,3923,5457,3872,1925,4071,3186,4232,3382,5021,4055,3056,2079,4323,3872,4510,4530,3487,3526,46272,62475,99222,57349,55917,55632,54164,3399,3173,3318,3129,3386,3476,3537
5.86_1596.18,,,,1596.1794,5.855,703,2313,1245,1427,1765,2585,238,2391,2147,870,2383,4363,582,3251,533,557,2522,1349,2180,7000,5205,1945,2157,2106,1841,2452,1384,399,3593,5119,1464,4227,2651,5134,1128,2541,6354,5882,4510,2919,5041,5320,5518,4739,4310,7364,3396,3422,4050,4926,4007,3893,4210,5448,3274,1620,2911,3332,3218,7694,2281,2394,3841,4463,4704,2421,4624,4169
9.44_998.82,,,,998.8171,9.435,4707,5914,2849,4411,3374,1429,1159,1320,4394,6922,1279,6292,17,4027,4579,6183,4295,2301,5266,950,3061,2288,4888,2123,2877,3339,6190,1243,3118,1250,3835,1699,1342,2537,1823,1272,2513,929,2025,5055,1342,1083,1460,2721,3778,2306,4033,4675,1543,2157,2117,901,2429,3240,3,41,189,4,66,89,34,3911,3675,4105,3989,3841,4059,3867
9.20_938.80,,,,938.8039,9.197,11378,6584,5277,5404,4024,4227,4043,1604,3246,4377,2187,4005,3163,2462,4567,9615,4431,1378,6292,1021,2434,2717,1946,3432,3697,2916,6512,354,3433,1165,6164,2687,1553,3383,2429,1656,1274,400,995,2569,488,635,732,1329,3483,1492,2273,3834,1624,1903,1819,1318,2130,2542,3,4,7,3,3,3,3,3806,3794,3638,3558,3647,3464,3857
10.38_1004.78,,,,1004.7773,10.376,3334,6854,7235,3328,2450,3932,5160,4047,3619,6437,3340,4503,41284,3716,22818,3121,5673,4926,2768,2228,3340,2826,2681,2931,2929,3705,2323,4075,2551,1824,2762,2890,2111,2526,2801,2154,2543,1886,1916,2990,1742,1996,2479,2603,2889,1877,2552,3473,1588,1904,2239,1626,2339,2713,68,89,157,149,59,104,71,3963,4113,3796,3960,3235,3585,3559
5.01_866.63,,,,866.6323,5.012,3255,4197,4883,3877,3559,8490,21114,12838,9043,2108,6676,1221,17497,1485,8863,2307,2492,1875,2494,3502,3260,5875,1772,6634,3066,3689,1583,30152,2239,3705,2708,5504,4506,3127,9708,10470,1612,3431,2361,2114,2149,1866,1697,3572,1947,2072,2243,2605,3039,2680,1801,3524,2813,2589,3444,3726,2596,3764,3841,3866,3664,3127,3480,3324,3708,3412,2865,2834
11.49_966.85,,,,966.8487,11.486,9729,3957,6209,3789,2061,2667,3216,1286,2559,8608,1784,3491,7371,4215,6929,8181,4773,2466,4385,622,2706,2705,4749,2525,2707,2773,2531,1175,3067,1343,6575,2142,2585,3520,2745,1621,1489,873,1450,2527,1104,1272,1037,1409,3755,1918,4049,3128,1646,3004,2101,1451,2783,1931,37,80,121,37,81,69,3,3586,3834,3742,4319,4287,4047,4173
11.50_1275.05,,,,1275.054,11.504,2656,4213,4407,3204,2731,3725,6737,2684,4154,2245,3117,2361,3204,3208,5186,1860,3000,3592,2214,3882,3996,5021,1246,4979,3543,4170,1143,4723,2286,3022,2178,5355,4773,3001,8197,5478,3746,4973,3815,2555,3850,4588,4804,4901,2668,3419,2772,2469,4308,3510,3143,4039,3427,3167,2629,2833,4131,2817,3078,3091,2967,4069,4120,3952,4123,4266,4362,4148
10.64_988.72,,,,988.719,10.643,3778,5192,3456,3917,2589,2822,2532,1542,2934,4396,1695,3400,5263,2794,4371,4311,3550,2536,4393,2111,3649,3116,4014,3179,3891,3459,4594,1748,4038,3412,3569,2695,2039,3404,3757,2171,2296,2013,2911,4819,2067,2088,2340,2734,3253,2929,3716,4233,2326,2717,2431,2120,3094,2952,1325,1407,1511,1455,1300,1412,1371,4189,4030,4080,4543,4211,4326,4332
4.43_931.53,,,,931.5319,4.43,3103,5916,6100,3118,1487,4552,11916,6394,3830,4219,2494,3268,4181,1816,10552,1866,2503,1405,1878,3444,2273,2309,1176,2962,2619,3294,1456,8022,1843,2552,1455,2379,1679,2026,2334,4132,6718,6353,6002,2377,4946,4437,5911,4629,2472,4440,3705,3631,4909,2296,3632,2604,2496,5000,177,104,8,99,50,202,248,3240,3569,3373,3178,3575,3215,3556
10.64_882.76,,,,882.7629,10.642,4812,3497,2394,2711,2327,1801,1116,558,2260,4972,1213,2479,1788,2046,2880,6895,2974,1837,6790,1131,2886,2448,5885,2364,3376,3043,8586,1160,4095,4665,5015,1818,1656,3396,2522,1110,1564,1162,1735,5276,1363,1224,1731,2122,3357,2318,3737,4371,1663,2660,1831,1441,2571,2356,883,1153,1079,1779,1115,1051,989,3297,3492,3252,3622,3858,3565,3555
11.48_993.87,,,,993.8658,11.478,8182,4075,6983,4308,2351,2841,3820,1283,2850,9396,2456,3680,9879,4655,9732,8123,5105,2534,3949,667,2593,2378,4914,2448,2719,2883,2571,1175,3014,1190,6203,2283,2514,4116,3146,1440,1255,890,1508,2174,912,1146,1039,1455,3467,1860,3632,2564,1460,2566,1907,1071,2624,2073,91,116,236,100,1,68,33,3907,4034,3725,4038,4024,3711,3796
9.68_911.79,,,,911.7873,9.682,7667,6476,4954,4708,4209,5116,3896,629,4173,4618,2213,3820,3388,3008,4583,6565,4168,1345,5653,501,2976,4223,3682,4585,4353,3536,5042,7,3941,1257,5312,3764,1925,4145,3681,2112,1026,165,377,3088,336,621,171,1436,3222,2137,2715,3745,2183,2599,2256,1995,2515,2846,124,104,130,201,88,62,173,4258,4173,4302,3929,4255,4039,4160
9.27_954.76,,,,954.7567,9.273,4854,5628,3827,4533,3175,3479,2846,2313,4447,8396,2403,7271,14839,3773,8097,7879,4181,1960,4870,1014,2293,2038,1150,2109,2260,2862,8332,3111,2633,1490,3506,1368,1077,1803,1385,1086,2139,1273,1912,4418,1571,1162,1792,2371,3675,1660,2984,4339,1230,1822,1738,1215,1481,2448,96,43,226,56,75,54,55,3348,3440,3676,3635,3580,3400,3553
5.73_772.61,,,,772.6068,5.733,346,2,2,1,1,3,1126,4,3,1,2,1,1659,2074,3,638,1,1,1,2,1,2,1,2,1,1,1,10,1,1,1,1474,4981,2610,1524,3,11181,13528,9415,1725,13614,7341,11346,4538,8498,9684,5965,2130,4527,8771,9826,5386,5654,9734,16167,13398,9323,11178,10631,9778,10084,3669,4863,1414,1340,1942,3001,1609
9.46_795.65,,,,795.649,9.459,5438,5195,3593,3977,6208,2977,5359,1897,5578,4933,2044,4616,1384,2952,3499,5697,2911,1708,5576,1347,3033,2781,4046,4223,3478,3549,4687,2531,3612,1440,5425,2873,2235,3140,3274,2082,1997,904,1993,4449,1210,1204,1147,3197,3293,2106,3138,3891,1687,1719,1834,1439,2299,2604,1714,1651,1826,1863,1823,1648,1707,3821,3767,3857,3779,3662,4299,4099
9.70_569.46,,,,569.4592,9.695,6886,3798,2959,3938,3047,2397,2941,1286,2342,5245,1373,3953,963,2092,3270,9682,2886,1262,7011,747,2408,1979,5162,2512,3177,2558,10526,1077,3846,1163,5458,2148,1768,2977,2945,1715,1014,718,1307,4096,767,814,729,1890,3203,1907,2770,3907,1421,1622,1658,1139,2289,1996,74,267,226,284,114,106,127,3382,3524,3415,3375,3242,3349,3422
6.53_864.65,,,,864.6476,6.532,1584,2119,3926,1900,10488,5332,7122,6274,6280,2348,6777,3562,4084,7028,3345,1272,4047,6980,1366,2942,2624,3958,1621,3610,2362,2774,1377,4271,2815,2676,2893,4333,3680,3813,4374,7649,2995,3381,3777,1592,3470,3183,3467,2953,2040,2493,2159,2192,3827,2594,3896,5136,2619,4130,1382,1496,1417,1332,1846,1548,1482,3450,3257,3363,3206,3022,3352,3169
9.50_1028.86,,,,1028.8624,9.497,7316,6367,5086,4098,3066,4029,4604,2064,4148,7045,2255,5679,15137,4010,7858,6856,5903,2283,4643,1367,2522,2188,3287,3062,2536,3294,3959,1808,2471,1282,4503,1714,1432,2006,1493,1358,2341,853,1605,3710,1438,1115,1372,2112,3435,1522,2631,3791,1696,2111,2159,1458,1835,2911,48,4,123,67,55,3,88,3258,3586,3980,4243,4468,3435,3641
10.72_914.68,,,,914.6836,10.722,3108,3893,3547,3568,3254,2573,3174,2017,3710,2618,2152,2513,2173,2584,3462,2828,2495,2357,2805,2296,3517,4566,2831,3979,3793,3913,2417,603,3243,3075,3386,3596,3537,3504,5562,3535,3428,4488,4184,3226,3591,3780,4453,4595,3307,3600,3360,3775,3026,3066,2704,2760,3144,2785,1838,2076,2926,1950,1999,1990,1937,3959,4390,4413,4449,4242,4147,4144
11.97_877.80,,,,877.8025,11.97,3312,2777,2674,2843,2007,3039,5107,2443,2376,2250,1911,1602,4332,1834,3726,3503,2064,1842,3751,2411,3406,2992,4032,2981,2741,2515,3233,6870,3575,4645,1658,2491,2597,3133,4664,3324,3355,3986,4445,5074,4304,4905,4556,4496,2940,4394,4415,3392,3004,4124,2316,2471,3172,2199,1408,1698,2571,1539,1567,1483,1497,3948,3733,3802,3869,3970,3624,3410
6.12_598.52,,,,598.5184,6.117,1515,2151,4160,2866,1979,3562,4794,8005,3172,1411,4288,1066,2361,2533,2163,684,1284,2899,4475,10478,9973,8933,9748,10613,7699,9149,6297,8188,4800,5715,1172,2545,2045,1647,2400,2964,1360,3110,1813,878,1604,2031,2564,1295,1437,1956,1393,1184,924,1233,1461,1639,912,888,180,111,123,92,42,3,90,3642,3178,2951,3015,2974,3323,3198
9.77_1009.80,,,,1009.8032,9.766,2936,5068,4999,3607,2567,3842,5084,4257,3526,6199,3591,4692,23920,4120,13818,4138,4366,4051,2947,1998,2995,2539,2904,2758,2361,3459,3630,3066,2306,1752,2532,2855,2332,2465,3071,2580,2603,2317,2373,3409,2177,2328,2916,3169,3242,2262,2931,3197,2073,2161,2647,1884,2681,2724,34,60,8,73,55,62,3,3396,3620,3754,3582,3683,3690,3575
11.69_866.82,,,,866.8193,11.685,29456,2294,1522,1089,1009,4731,10120,5429,3116,1731,2127,3003,6381,1812,3780,3205,1691,1369,4511,1928,3326,1272,14980,1646,1036,1319,428,8301,712,1715,1028,1498,1452,686,1845,2964,741,915,683,5086,673,1980,912,1272,1352,718,17974,798,1563,825,870,1022,1222,775,3158,3142,4205,2407,3110,2895,2996,1092,1110,984,1680,1830,1116,1289
4.67_838.54,,,,838.5389,4.671,1223,3547,3683,3143,4819,4215,4461,8282,4230,2766,4628,6370,3003,3593,3705,1359,4406,5139,1761,4718,3737,5238,2550,4588,4136,4925,1381,6229,2671,4022,2508,4612,4282,2867,3971,5976,3354,2885,2665,1821,3743,2283,2938,2495,2096,2595,1433,3095,3470,2335,3361,4309,2853,3593,166,96,294,172,96,182,195,3432,3284,3123,3089,3281,2892,3106
10.49_995.73,,,,995.7315,10.488,3607,4513,5129,3897,1920,2784,4257,2499,2437,4648,1645,3406,1976,4108,8688,3244,3918,4005,3480,1816,3386,3343,3437,3553,3214,3824,3447,3292,3443,1891,3994,2752,3006,3341,3365,1951,2409,1727,2271,4455,1785,1786,1965,2692,4403,2827,3789,4005,1928,2702,2802,1672,3612,3057,205,217,204,188,177,120,227,3708,4305,4162,4448,4471,4177,4030
