,,,,,Label,S4.1 B,S4.2 B,S4.3 B,S4.4 B,S4.5 B,S4.6 B,SR.1 B,SR.2 B,SR.3 B,SR.4 B,SR.5 B,SR.6 B,S30.1 B,S30.2 B,S30.3 B,S30.4 B,S30.5 B,S30.6 B,PR.1 B,PR.2 B,PR.3 B,PR.4 B,PR.5 B,PR.6 B,P4.1 B,P4.2 B,P4.3 B,P4.4 B,P4.5 B,P4.6 B,P30.1 B,P30.2 B,P30.3 B,P30.4 B,P30.5 B,P30.6 B,TR.1 B,TR.2 B,TR.3 B,TR.4 B,TR.5 B,TR.6 B,T4.1 B,T4.2 B,T4.3 B,T4.4 B,T4.5 B,T4.6 B,T30.1 B,T30.2 B,T30.3 B,T30.4 B,T30.5 B,T30.6 B,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
8.32_672.59,,,,672.5922,8.316,76156,38229,41027,43244,23460,61410,61587,47545,48027,33754,59912,34127,50145,34105,62999,59144,43459,44647,29417,31251,31592,57156,34600,44310,130207,29440,38103,25851,60270,28424,50605,44158,60292,49454,35444,53835,48087,48334,27414,28250,32773,42070,41043,38063,45860,43056,51283,23046,67561,42115,28048,46103,114898,37424,8919,6732,2493,2272,3034,2768,2741,61556,49688,42736,37318,44772,38905,38657
6.37_712.53,,,,712.5269,6.368,54098,38975,68087,56028,33522,39877,56751,54652,55005,49777,52516,60623,44312,42976,53209,42326,51464,43564,31357,44739,47299,68795,48484,61802,57546,34301,43288,60670,53679,36447,40428,42239,58183,47039,37069,50417,47674,56158,45781,28589,39560,39538,41771,47775,26210,39529,40923,22037,46034,40144,31890,47484,26756,40194,519,817,38,346,446,129,50,55793,49480,48713,49405,50209,50702,50222
9.13_739.60,,,,739.6025,9.134,65314,48510,61210,66569,12862,42390,44492,55008,62386,26893,60150,53761,54454,32865,58542,62846,55533,35052,14673,32231,23569,59850,25947,38185,62536,22865,43135,20766,63867,18553,44183,52989,56533,46419,33940,48710,60233,53548,33697,40564,43862,59077,28485,46184,35127,82290,55996,11739,77187,31269,17011,80836,33773,53182,4,155,4,145,128,4,115,54356,48667,43542,40939,40477,38439,39454
5.06_813.53,,,,813.529,5.058,39797,71928,42318,57316,70496,56334,45628,50370,71323,52724,49221,56329,44719,52210,42324,47131,41697,56107,58998,55553,42934,39044,46079,60709,74850,49628,48667,54821,47442,58592,38662,40769,34118,39622,37701,36904,35120,52369,34822,46936,38524,46437,47642,42427,34927,45627,44461,41873,41016,42398,25322,30518,30579,31012,424,406,1320,629,622,482,727,59107,54764,49474,49456,44650,46071,45304
6.27_886.62,,,,886.6158,6.266,54196,56297,50744,59532,40375,47652,37223,34238,55146,41925,53638,60443,37538,33659,46117,53019,48758,54975,37740,49485,48064,60779,66496,46681,56379,44834,44862,33305,59377,36604,42667,47485,56779,49436,51224,55846,45346,35304,43697,29787,40529,46433,42327,40110,25711,47960,39793,23100,54038,58849,37791,46312,36660,36462,3417,3596,3408,3374,3788,3544,3714,56799,52362,49368,48152,47677,47864,46138
5.86_789.55,,,,789.5471,5.864,58407,73070,66339,89145,28625,38147,40200,27757,45596,41302,88670,44662,34790,27663,41951,36536,43084,62078,35019,37226,34790,32039,46307,59603,112936,32740,29254,30391,53235,32622,46071,43429,75009,45140,38647,59064,56415,75332,34430,27317,37916,43796,35792,35721,27695,66010,31842,23907,64017,58850,31299,36798,45074,34270,8,8,6,7,8,8,8,89830,51697,41146,36561,32926,31961,32005
1.49_383.22,,,,383.2215,1.486,39347,38859,47272,39681,46318,40255,68108,44449,40533,45107,45010,52951,51364,55372,34036,35083,52059,49579,57560,47456,52596,35133,26691,44795,37842,48767,48755,75177,31360,44356,69831,41671,60789,37716,49558,45951,56476,50650,50862,48396,51698,47570,31062,33266,59062,38863,38366,58710,51319,35070,48674,34271,63617,47386,2184,2111,2504,2147,2470,2361,2288,47455,45922,46625,46688,44768,46337,47133
8.44_1040.74,,,,1040.7419,8.444,43883,41683,48450,47339,28426,39258,35724,32547,47552,40986,44886,46352,43040,28203,44058,47668,44516,37828,29292,49144,50058,53820,57620,50336,54454,42326,46149,32090,59697,44564,46680,51029,54372,55516,47182,50322,49507,49006,49738,42367,54760,51927,47069,50748,37757,57564,49843,25639,52818,56719,46676,53257,43428,43338,150,165,3,270,468,243,297,49820,49469,51420,50642,48952,50213,49698
7.74_819.64,,,,819.6398,7.744,47189,49542,46228,56234,41151,38025,36695,36475,48924,41549,53149,44866,37718,31828,42941,34795,40067,48744,40887,44346,39507,45506,47252,48126,66982,53214,36538,43899,45155,39731,45701,41181,59911,44233,41666,50069,53095,73948,52478,37113,49813,49427,44183,42808,34660,56840,42153,65116,57934,57607,40602,43265,56220,43909,17190,15969,12085,12546,13896,13189,13078,83396,50359,46833,44529,41911,43797,43297
8.42_952.77,,,,952.7717,8.416,111040,29340,72335,30862,26904,56386,77974,39398,67989,42037,16201,109916,52447,13938,71641,43753,72128,30615,13341,32882,42238,82093,45726,35668,29432,33067,20250,20389,56640,17095,31158,51844,32083,38809,18890,49891,68871,12511,37325,18379,32813,59110,53630,64548,18733,40616,53216,18073,40914,55221,22176,99843,13757,29327,3,3,316,205,3,309,3,12112,39277,42739,43659,47680,45041,46365
8.43_1014.69,,,,1014.6932,8.425,41882,60519,47767,63299,33816,37839,32052,29628,52571,46651,71990,41714,40751,26926,38788,42835,41648,51414,35282,43986,38993,38972,47151,52914,63786,41074,46483,34272,45946,48514,48878,41126,57754,46817,50457,49082,46387,65604,45954,43948,57947,44407,43193,41151,41174,56993,39924,29754,69709,61899,49193,39928,60075,41204,340,313,352,391,3,154,166,74373,58187,50084,45027,42323,40782,41828
3.99_906.53,,,,906.5299,3.991,43404,6657,43143,7321,62850,48825,56247,52585,45676,53804,2109,37442,55928,62562,38340,41272,52281,12467,75809,50888,47165,35544,40402,55587,3199,60320,51397,64996,46985,63681,46683,49108,10338,47630,57011,40038,42314,3402,51080,80443,59777,47660,74905,65003,80868,54072,63600,83215,4310,47264,64338,42171,13104,54905,9,9,85,8,9,9,8,1336,54327,53368,53340,53290,53260,53033
9.13_961.76,,,,961.7617,9.128,27568,12208,64413,12145,35050,40314,20719,30342,63612,41151,11136,59608,43134,22820,60153,43468,54982,17426,21470,60058,64696,79884,82667,67258,18797,42937,42941,42573,85630,38686,61160,66468,27762,70247,45523,34300,37857,18611,82689,46752,78644,43711,57190,31079,46808,49161,28685,25646,21013,40318,51333,80643,17820,53016,1284,1421,1525,1770,1283,1492,1452,9963,63123,62715,64615,61355,60421,60337
6.53_830.64,,,,830.6376,6.533,84314,51243,83048,58040,26136,57706,46872,51100,62200,38515,47410,78580,41896,31450,63431,63761,51151,36650,25047,46627,67286,65040,66678,44745,51500,38399,48847,30742,60806,44368,41846,57082,49783,61729,40280,50593,33467,26949,34851,24253,35544,38475,33522,32752,21979,38224,37266,16453,31063,36568,26278,37441,20411,24351,3764,3535,2884,3076,2920,2561,2057,45407,46701,48803,50012,50777,51680,51885
9.25_902.72,,,,902.7233,9.249,64571,23447,55327,53342,20747,22333,34717,20431,44950,20894,41736,41879,34385,15405,41062,28530,51788,30368,16663,43723,55179,86998,96400,66271,81696,23874,28881,31459,92069,27899,50502,72673,72921,66666,33344,71145,53465,43258,26146,23047,37787,54395,39601,43139,18561,69991,38273,6904,54643,51412,25938,69232,24469,36315,540,252,261,306,300,379,176,50738,45995,42141,41338,40631,39068,39591
5.56_982.99,,,,982.9905,5.562,11371,19760,11357,15770,15896,16688,14581,14333,14797,19537,25367,12736,15745,13447,11743,14268,14095,24072,17934,12843,11278,11679,1326018,14232,15191,18444,16203,14720,11486,21012,11819,8304,13328,20870,15476,12135,12778,23335,18435,21997,15689,11225,13944,14441,22003,13086,14202,21739,265654,17173,23668,12380,25106,16042,15672,20828,11823,12301,14567,15975,12848,18644,18000,23404,13566,12106,12641,12703
3.44_866.50,,,,866.4984,3.438,18667,87089,29313,63171,46563,57285,38940,21758,40701,25185,45991,28784,39582,52231,18403,45022,18968,74928,51018,56203,31348,25811,48914,38487,81836,70111,49988,28104,42795,46641,52189,36371,51572,39831,59542,53693,39801,55623,44495,50337,53731,61008,55730,49267,53373,50207,57812,88305,46231,45066,47444,17100,54412,42723,4,95,101,4,156,120,120,55953,48904,48603,46282,45012,45095,44083
8.92_717.57,,,,717.571,8.922,28147,67671,37939,46002,58904,45625,30845,30822,44499,54272,52469,36858,38458,34983,35535,35324,32628,59644,65445,46920,37626,32893,42695,47514,56356,55449,46141,44585,38303,55617,47486,31676,51273,39931,57527,47592,40698,60435,52430,54051,57834,42373,37264,38022,50173,49756,38033,68614,56634,60551,53867,26131,86541,47476,16836,17743,12714,13269,14167,15443,13624,68345,57370,49622,47936,43431,40902,41466
2.74_585.49,,,,585.4883,2.74,40746,20126,54533,33915,30330,17517,53720,22452,20708,15913,20977,40246,26395,56728,23529,26305,27219,18250,86530,100189,87180,43348,32319,46575,55016,60228,91828,54527,41185,46535,98478,41058,83656,39113,60246,58446,48150,38982,65937,52662,54277,88039,19961,23646,60942,49098,63525,30022,33598,23210,20994,13918,44562,17124,12062,12619,19039,17352,16221,17583,18546,42959,44154,45812,47392,46562,49965,52942
8.51_988.68,,,,988.6751,8.506,39993,57734,43037,63113,45206,42285,39531,39658,51305,50184,73390,40990,41941,33105,39588,44032,45345,63125,33237,39103,34616,32856,40593,48680,58510,39949,38954,39939,37071,46849,44586,35916,49485,42850,43564,47131,41086,68540,47378,49851,56139,38691,43942,43237,45288,52331,39603,33068,70651,55490,49419,36346,67019,48569,3,4,3,410,263,484,311,75035,57997,49080,44552,40963,39105,39931
1.64_478.29,,,,478.2946,1.637,51437,37051,44750,51635,30321,42849,29932,33747,52894,37290,34817,48144,25925,24388,62842,67622,37864,41086,23162,45848,49405,77649,65138,38610,53438,60213,47066,21541,49941,34934,39435,63991,58169,57248,37933,55290,54082,38533,36157,22454,35873,55219,30464,36297,34061,58964,79458,24499,66294,49441,24722,45063,35248,37383,1258,1228,1073,1225,1616,1756,1566,46410,43847,45340,44804,44919,48931,51168
6.41_809.56,,,,809.5588,6.408,48686,53975,52331,52504,35752,50660,39460,35280,43764,40693,57031,49913,39809,30456,49757,56468,48322,52143,29251,50826,50511,51187,51448,43090,45509,42710,48729,23351,58820,45772,41312,52154,50792,49728,48376,42628,40655,41684,41515,39354,46595,43651,41975,42171,35059,49078,45062,21777,49973,51428,43875,47667,37679,39970,8,254,216,7,8,8,85,51609,48941,48738,48753,48066,49402,49473
8.04_807.60,,,,807.6034,8.041,34719,76317,33829,65058,51532,34796,29550,35922,47510,45532,95379,33658,37933,41614,32836,36332,37277,69040,60058,36573,25387,24091,36545,43021,45318,42420,46058,44976,36980,47068,45147,30181,52274,37720,52905,42307,40370,76306,48505,50847,57110,41693,38863,35853,64944,52077,37002,38448,72577,52171,53233,27768,86777,47209,3990,3147,2457,2434,2606,2387,2456,88379,58797,49020,39940,35484,32217,31953
8.74_970.75,,,,970.7479,8.744,38438,35910,40407,38843,34381,35904,25545,19692,48633,31687,29326,46901,31998,14857,38261,27843,33449,34111,35822,59660,44943,52045,57063,41197,66224,66887,41445,28588,60593,31908,45655,40626,50106,38689,41083,52533,63955,57324,74047,31465,56714,64237,41426,46748,31318,63622,44249,74429,50290,72953,32268,57362,51669,33327,1463,1699,1773,1553,1350,1297,1142,49379,46862,46254,46570,43436,46105,45992
5.23_701.51,,,,701.5136,5.233,663013,1856,51094,833,7640,16977,239,2072,45375,101473,12,4972,65630,65357,65088,22305,5597,896,10241,35142,6238,138442,33843,2166,975,91070,12137,113654,29691,15386,59459,33916,1619,89184,9299,35112,425,705,3353,7736,91031,61052,3540,3109,5091,1092,20876,96895,1169,1965,3056,4055,2187,84441,9,489,8,201,170,9,9,593,5801,48555,46816,45917,45160,45851
7.48_800.66,,,,800.6633,7.479,75642,66003,99500,124560,31341,67357,67060,64048,84978,85195,149706,90162,71101,54408,71404,43398,70805,33680,7630,18808,24987,31270,36903,20459,27172,15192,12108,18010,22535,9944,14806,19143,24535,26919,12047,22217,55711,40696,40826,19353,37723,59468,36819,42631,17440,49232,41545,8962,39784,48851,20372,52594,18732,29972,290,348,164,187,132,262,196,36647,35865,39170,39360,40117,41905,41477
6.91_918.67,,,,918.6718,6.907,18247,1823,7808,1626,7859,88396,116377,55299,3299,12937,1062,34155,48003,29151,46475,81636,15352,1798,1339,56783,148056,216255,52631,5907,1003,82993,70719,19721,110705,39588,13891,88746,2855,78669,28758,2493,6754,2109,2038,50425,8213,11913,91230,125430,10633,1578,126357,19668,1767,2022,27618,144168,2102,52751,132,182,27,3,110,157,31,1335,4638,15378,25123,79957,90631,114413
4.93_358.15,,,,358.1515,4.927,38316,71092,40901,65669,48745,39045,32193,37879,49785,49512,83390,37872,40746,38327,36258,33922,39831,64635,57386,38330,30241,30989,39167,47516,59773,37267,36181,45673,34394,48153,44197,34447,50340,40991,41978,45603,43021,70400,39707,47499,50283,38360,40319,36470,45595,50170,31074,48435,68215,55089,47389,30392,80792,41187,34683,26650,19745,18320,17055,15722,16687,75031,55368,46266,42537,36499,33299,32927
7.08_836.64,,,,836.6403,7.084,63550,41147,63627,55616,30212,47662,48820,43043,58363,41211,53051,56680,40322,22505,59153,41898,61742,44311,18677,40893,42457,51355,49667,53572,64354,31732,33033,37546,42796,31831,42584,45982,48951,47360,41973,58524,46458,48459,38431,24084,43940,44099,37895,44854,23704,55101,40196,8200,52310,51497,30710,48267,21962,38152,2501,2370,2298,2519,2819,2564,2410,54199,51032,47029,46168,47247,44356,44453
6.97_784.55,,,,784.5493,6.974,37545,53168,39207,63426,40577,37348,22740,50932,34762,44664,53191,50356,32063,45030,38414,33226,40686,33500,30005,32489,37204,38412,36436,39656,41724,36514,35147,42629,42451,30804,30136,28445,38222,34247,34420,35447,70385,59889,56467,35981,54340,53003,77064,72057,34753,60834,67082,27492,60025,69240,48863,63716,34957,62128,166,10,136,9,200,321,286,35643,33786,35695,35761,36271,35599,36876
5.59_830.53,,,,830.5334,5.587,48508,61351,47137,47360,51279,52956,55537,42832,58821,46825,63190,28548,62982,53388,61524,58990,55737,70578,62321,37752,34308,26738,27478,39621,34548,47898,48911,45771,29021,59585,46942,41566,41929,43315,59895,40183,21389,34024,32074,52085,38108,27172,35609,32618,46964,27286,34352,62242,43104,41863,59877,31554,59429,51122,8002,8238,3351,1523,1718,1841,3298,47968,47287,48136,46394,45757,47391,44550
5.11_681.51,,,,681.5093,5.111,32035,67266,37875,66404,39760,36170,28899,32033,47173,45265,87465,36088,37821,30845,31937,33354,35766,64652,52278,36192,28458,30529,40168,44696,64110,42863,40693,42159,37448,55482,42555,31725,53400,40269,48441,48252,39413,69505,44202,49392,53751,35681,39058,36294,43212,53300,33391,54540,72785,60251,51467,33109,94419,45962,39871,43258,37117,33556,40631,37663,38931,84979,55933,43966,38320,33718,31890,30558
6.47_751.55,,,,751.5522,6.466,44930,22787,36930,21533,35385,26811,33062,31635,40820,25443,15921,70243,22461,30207,41032,37493,31948,28317,39908,63211,82420,65048,93712,47516,46915,24286,47342,48790,37015,44202,27305,74423,28454,61124,41707,46087,54970,37553,33021,44378,46561,83382,62878,58386,33592,42025,55338,33125,28265,43835,40158,59590,25725,36593,2500,2685,2588,2707,2444,2493,2240,31843,45008,43957,57932,49221,57314,54244
10.07_244.06,,,,244.065,10.075,18022,39782,25249,29754,62698,44964,22632,25930,30273,45729,34912,25389,29347,32019,26958,28400,24404,40341,86784,81365,52945,30450,41834,37840,41989,108337,50801,42846,30561,47983,44680,25152,41334,37852,71635,40937,31356,46937,129215,46511,61561,45534,31649,25392,44117,33459,37466,161047,36731,78023,50109,20371,88646,39602,18648,17052,15201,16913,19787,16008,18087,46029,42341,48075,43569,47582,47297,48547
8.28_660.59,,,,660.5905,8.283,61402,43305,52779,122919,65203,56336,63252,89313,68897,70901,158285,97652,57648,69213,70185,37384,58741,41297,4338,14956,19875,27136,31610,21093,26293,28,9961,29457,13344,9673,13412,14120,20857,18128,8456,20645,75406,55128,33492,22948,37382,65666,64019,75794,33907,52749,51747,37,36622,37552,23329,48890,17544,41297,4976,6607,5574,5289,6219,6847,6464,42590,42754,43751,43667,44498,46869,44718
5.62_737.50,,,,737.4991,5.623,73803,49936,63309,59462,26747,48513,46320,37142,81401,58197,58351,85008,42294,28474,41591,41878,48281,43345,16093,40954,40489,62832,51191,53579,66712,35617,28949,38252,39161,24623,57215,58700,57808,46735,29401,66917,42946,32908,30642,17992,28914,40842,40324,40885,16805,38005,35132,9314,30941,39343,22517,57065,14889,29634,4,4,3,198,4,4,4,47462,44286,45563,47373,47149,48759,45905
7.18_908.69,,,,908.6949,7.185,48007,22098,50817,24627,13705,39864,22763,31742,43973,29495,13,68190,28750,19429,50051,38686,34583,13036,3259,52181,81603,88527,97567,39430,33941,35919,37862,21889,82939,26294,31235,70568,44798,71149,28600,43359,61115,25168,47085,22735,44262,71180,56665,68242,16943,55145,68487,15,30295,57516,31157,90982,15,35881,11,11,9,10,11,11,10,21681,34382,44947,51003,56396,60673,65743
5.79_769.53,,,,769.5348,5.79,35837,80075,37050,67096,50942,39544,38078,41771,43105,52244,83189,31734,43266,50508,34968,42567,42961,74313,62303,36263,28860,24613,30243,45897,54742,42143,43534,44232,29394,51712,40897,32422,43296,35748,50024,36053,31758,67340,37274,50932,47808,30439,39798,35799,51815,42433,32672,63747,60901,44603,55997,28960,84215,45735,5698,4978,4222,3941,4491,4001,4113,77316,51426,42731,39023,37517,36657,36214
6.71_904.66,,,,904.6564,6.71,53518,26374,50929,48194,15729,37384,32535,17987,68838,26939,25098,63774,30801,11385,54973,33343,36867,28654,10411,34753,40759,81591,65382,54571,63903,25892,15560,33314,83253,20714,45941,48667,53991,47865,20033,79363,95680,41772,34504,14756,34020,55836,57939,46185,11048,62735,38907,4733,50642,85727,17932,79638,16535,35619,467,461,163,138,468,384,149,32064,38910,38180,36328,34523,33547,30502
4.64_991.55,,,,991.554,4.637,53314,2435,56936,4027,44023,49074,47576,47344,55007,44748,584,54747,52560,61130,62893,76607,43539,388,61326,51509,41602,47205,59289,59861,557,60686,42145,41189,55185,43332,41578,46299,6547,61645,58704,48685,47598,505,37094,38691,48149,46989,71810,64368,42950,6557,60977,57339,2111,68949,46001,55396,4266,64599,94,1242,1197,1255,270,314,244,656,56665,54577,53612,54039,55367,53911
5.67_802.60,,,,802.5957,5.673,59597,36122,59515,60864,34022,42082,33402,27155,73214,37889,59835,63544,50180,32103,40448,33700,51744,54191,22806,35954,42409,51755,56970,34743,49719,28169,32784,36322,44875,21760,29739,37984,48674,35184,36067,42666,60668,49092,47462,31392,52946,60785,41229,45844,29701,71536,38240,15294,49937,56646,36604,45778,37729,29738,11322,8061,5577,3733,7260,6406,5713,54113,49048,45696,43202,42394,42272,41854
8.57_1040.81,,,,1040.8054,8.566,99855,20590,50386,57988,17348,8221,56943,36539,39405,18215,38501,54751,38419,27599,68240,32332,29032,23471,23082,50427,60923,100061,89045,65919,89371,37607,13059,34635,77391,27057,39985,63085,65888,75261,25237,62920,52319,33041,36718,13735,25571,45213,36101,41846,12448,43295,14494,5822,28367,40980,15986,47527,21737,19253,1101,917,996,1021,1000,452,582,43296,41033,42047,42776,42980,43389,43884
6.08_824.54,,,,824.5435,6.077,57122,50098,56805,59873,28453,44161,33182,41741,44499,40685,58692,48421,38682,28615,48528,50169,38541,36275,30363,39465,48603,52904,60324,38330,47436,40774,41111,24546,57915,34485,42729,47304,52231,51166,48439,47523,45161,39663,44411,33706,46101,48901,38004,45209,28524,53446,43922,22748,51454,54117,27103,44234,33187,36329,329,149,350,251,836,432,346,49023,48437,47487,46027,44731,44916,46439
7.84_986.66,,,,986.6615,7.844,32360,62371,36703,68301,40863,39924,31743,39171,53341,51653,72257,35992,44118,36775,33957,42618,39846,59750,39551,37370,29977,26898,35027,55971,47163,39177,42004,42169,33143,50390,42444,32259,59495,46103,46392,50390,32887,69199,39534,46747,53592,32384,46419,44121,42867,41045,34749,34774,84614,65427,50479,27531,61460,49078,313,343,192,178,647,11,306,74199,52724,42818,41927,36602,36114,35700
6.54_774.55,,,,774.5451,6.544,37845,45167,37646,46524,45806,30305,41932,44967,30336,43051,41386,30903,43517,60788,38621,40528,39311,50683,58650,41066,39252,29642,39312,48856,44175,42195,48037,42961,36073,59480,43698,41135,41810,44806,48290,36234,32555,56001,45657,67079,48255,35133,46578,43100,70855,40453,41575,64765,38698,41598,76662,34970,62032,48947,248,160,175,334,72,2,261,46511,44012,44684,44905,42733,42166,41569
