,,,,,Label,S4.1 L,S4.2 L,S4.3 L,S4.4 L,S4.5 L,S4.6 L,SR.1 L,SR.2 L,SR.3 L,SR.4 L,SR.5 L,SR.6 L,S30.1 L,S30.2 L,S30.3 L,S30.4 L,S30.5 L,S30.6 L,PR.1 L,PR.2 L,PR.3 L,PR.4 L,PR.5 L,PR.6 L,P4..1 L,P4.2 L,P4.3 L,P4..4 L,P4..5 L,P4.6 L,P30.1 L,P30.2 L,P30.3 L,P30.4 L,P30.5 L,P30.6 L,TR.1 L,TR.2 L,TR.3 L,TR.4 L,TR.5 L,TR.6 L,T4.1 L,T4.2 L,T4.3 L,T4..4 L,T4..5 L,T4.6 L,T30.1 L,T30.2 L,T30.3 L,T30.4 L,T30.5 L,T30.6 L,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
4.29_421.23,,,,421.227,4.285,16932,13737,15738,15888,13188,17845,30692,20147,21962,7026,11685,6520,35677,11424,19624,17908,14403,10247,9037,9100,8733,11866,9292,10881,11582,9667,14730,28755,9824,9779,14537,15944,15357,14507,29090,25772,10332,15859,16443,16419,13192,11678,13460,15543,12159,11669,13875,15938,13549,12413,9688,13959,15554,10872,1901,1263,3013,1645,2060,2134,2138,13611,15775,15468,14340,14496,15616,15172
6.70_859.68,,,,859.6773,6.698,15655,13157,12869,11362,10023,25302,14663,13524,31586,7153,17748,13406,27039,14049,15863,15741,22950,16096,8718,9093,8839,20599,5266,17190,17578,8813,8292,4101,18902,13814,16069,17660,20496,17794,17471,21994,9092,3808,11193,9363,10595,10410,10027,4603,7464,12475,10442,14365,14200,12122,10409,18133,18852,9039,295,138,272,350,298,125,133,11994,15251,13879,14272,12823,12532,12603
5.08_844.54,,,,844.5415,5.077,14988,17859,14310,13940,9517,15331,21931,14626,12988,15802,15767,12825,22567,21867,15871,20228,42264,13750,6673,5271,6508,12794,7280,12863,9528,9161,8254,17479,9429,10259,26322,20162,18907,16538,15677,21978,9468,10313,11369,8313,11603,8431,8273,9166,6931,11010,9470,9516,17732,12225,11004,16289,12240,14405,8,10,19,10,9,8,8,12179,13247,13269,13751,13388,11708,11625
5.79_725.53,,,,725.5318,5.792,24581,11088,24300,14063,5755,10691,14548,11796,9729,16497,8234,14077,20094,7548,20333,17818,9005,9041,13898,8974,11709,9216,14469,16340,10655,13270,12294,14562,11562,9348,11535,7699,7626,8267,8503,8492,15743,10361,7927,13100,9743,11222,14693,11717,19964,9312,9870,24047,19047,16108,19633,19860,14085,24279,8146,6992,8207,6456,7210,7668,7497,11767,12962,11848,12050,12502,12339,11443
4.28_807.50,,,,807.4999,4.281,6982,12416,6540,14504,14146,12579,16344,15229,20301,14031,12774,8883,18639,13068,17956,12437,10756,5913,6952,5614,7302,11966,9109,14156,13227,8897,9984,24877,11627,9441,9879,13640,15476,11561,16255,21826,19692,17354,19758,12096,19641,13768,12496,18907,13191,19279,14716,21764,16510,16015,12377,16109,13400,24131,338,511,535,181,311,106,371,15437,16686,13965,13760,12709,11606,10760
5.48_832.61,,,,832.6072,5.481,4177,7255,5133,10227,17433,10384,5090,8579,14981,4643,8398,11819,3915,5535,5481,8418,5262,13933,20329,18106,19434,13334,18827,8426,15538,15654,24699,16744,21709,19589,12631,14381,10825,15223,20477,14608,11417,13570,20466,16528,18914,16771,13838,15718,8842,16717,16230,14793,9640,8148,9210,6588,15691,10375,8,11,20,10,10,9,8,12751,15138,14353,14515,13478,12818,13084
6.37_795.57,,,,795.5734,6.373,26582,80,24189,86,74,27712,187,102,131,21620,71,20414,236,28735,121,112,27794,22507,18524,1114,18054,79,14220,74,18984,20900,77,279,20586,1385,73,91,85,78,140,161,21916,30334,95,37146,30437,1788,22209,39240,28478,25538,29840,25373,78,69,54,73,81,34115,62,83,150,78,74,66,65,70,24394,20584,26688,76,30722,69
4.10_606.32,,,,606.3244,4.104,9597,15776,7255,7247,10524,7339,29412,24847,8535,12097,22864,10560,42923,13759,10055,12876,6052,11562,12577,12427,9244,19981,3645,7020,4353,13557,5578,28506,6693,11784,16380,13205,13154,23575,25582,10512,9647,7591,13945,21753,15001,18530,3800,19133,15067,6949,9414,4661,13983,17574,13834,21613,19046,22093,10403,2798,6965,4528,7043,7928,8215,22848,4482,11545,13194,17593,18282,17688
7.69_717.57,,,,717.5737,7.693,27971,21210,17929,22467,13075,24727,32253,26880,20315,14888,23028,12796,67607,14002,21786,30107,18648,12974,6706,4929,4298,10947,7244,8235,5308,6566,7117,30224,7225,10403,14766,15231,13796,16334,22749,18764,6858,9687,7176,13013,10291,7072,5186,8985,9806,6525,9937,6126,14179,14705,10734,17875,11187,14532,4516,2386,5286,3266,3283,3772,3944,21410,9024,13387,19863,13909,15562,20888
5.10_818.55,,,,818.5499,5.1,11347,22677,12854,10164,17009,14549,5885,13318,5669,18754,13627,15505,7345,16180,15,3864,31471,17723,10386,16708,11184,11234,4017,9444,10779,15208,7660,12318,12871,24475,11920,7583,6253,11384,5748,9012,15286,15286,10615,13226,17025,18341,4813,11388,12375,10373,13244,6927,17364,13025,12865,14627,10049,15703,275,767,994,378,736,545,310,14875,5914,10261,15192,16553,16134,15789
7.45_886.70,,,,886.7001,7.453,7322,15114,9728,9523,12716,13358,12566,12476,13548,6868,8285,13316,8929,13241,12287,13560,11886,11298,6526,6622,6033,8511,6335,11431,11751,11680,6148,25316,10205,10189,17583,26774,19017,22139,21124,23573,15083,14970,12576,16408,14131,12970,11040,15625,9849,13673,11223,14551,27144,16329,16450,16307,17238,24859,2025,2512,1334,2791,2310,1427,2509,12765,15024,13473,13899,12871,12831,13241
10.12_963.72,,,,963.722,10.115,35798,11868,18808,22900,11167,7980,11695,5770,10830,18391,6221,12224,31775,12418,27629,41590,18409,7552,13371,2773,7793,8733,18953,10756,9129,9091,29270,8158,13787,6220,25725,11270,9859,16034,11047,6375,8960,7022,10710,17189,7813,7142,5844,10480,16402,12566,21447,20749,7805,12501,9424,5404,16835,12249,828,311,1480,861,480,857,546,12542,15584,15825,15763,16098,13344,13283
7.84_956.71,,,,956.7087,7.843,10447,11806,11953,9564,9280,12379,17888,13903,8859,14774,10045,9088,13841,19237,19283,19532,13760,16531,4653,4019,4166,6576,4721,7400,6984,8085,4751,15026,6880,5997,23748,25423,19455,18296,19908,25366,12335,15475,11907,13612,12146,10815,9622,14596,13598,12524,9854,13126,29343,19872,18202,19717,20879,23800,25037,20630,20677,23396,25617,26928,26831,12587,13558,13429,13012,13651,12915,13236
5.34_834.53,,,,834.5305,5.345,11585,11654,10262,12176,14896,12375,22553,12103,14799,10083,12559,10068,24092,11937,14976,15799,15066,12523,6985,8010,7973,11715,7551,13934,11314,7975,7936,22965,11142,8996,10415,14861,15010,16118,16711,19195,17044,14832,18497,12115,21911,11779,9710,13624,10285,18576,12348,11782,19325,17303,11763,18325,15060,23178,42,301,516,437,4,242,269,14396,11782,13830,12434,11196,10891,11439
7.14_848.64,,,,848.6403,7.138,6002,4604,12,12,10,14,8516,15137,29381,7,24234,8666,32,30458,16,15,8794,6,7870,7422,4246,17827,5919,19588,6579,9878,3404,10044,5871,11409,37652,47896,39717,33442,35461,17329,9,13870,28383,5908,32309,10,12485,11113,8,8677,29749,6398,11,9,7,35782,41758,46982,23803,11,28113,28325,27542,9,24337,6187,15198,11,8608,10,9,9225
9.19_719.57,,,,719.5723,9.192,21453,13565,19677,16976,14325,23680,21434,11340,26367,9280,10363,8116,41153,8036,23233,19344,16690,6808,7723,5838,8475,12012,15010,13701,15510,8520,15740,18024,13645,9363,11524,15082,12092,13633,18096,23306,11329,12591,17299,11984,13712,9431,16454,13516,9508,16097,15243,23797,11148,11082,7967,10768,11546,11824,4308,6424,9024,5260,4027,3385,3436,12157,25136,16229,14144,11182,11032,10334
7.78_821.64,,,,821.6398,7.783,26277,16913,20961,19412,15757,23689,41063,22694,30857,11644,17067,9930,58204,11231,27360,26995,16325,10229,7906,5362,5584,10020,10200,7782,9341,8091,9289,25601,9963,9094,15084,16162,14411,16072,22630,18261,10479,10607,11072,8874,10493,8673,9224,12584,6786,9905,9653,12279,10712,12002,7234,11035,11171,14967,3503,3401,6023,3038,3393,3606,3269,18381,20235,18795,18237,17427,15432,16157
8.35_726.66,,,,726.6625,8.349,12817,8930,10449,9512,8290,8871,7011,6670,11010,8347,11603,8962,9719,14018,9255,21872,19664,13585,12444,9669,7959,10530,23811,11933,10761,11737,23655,11104,10929,10103,34017,17820,20087,17029,15886,19562,11340,10049,11101,12814,10365,7950,10859,9044,17361,9912,10742,11617,15592,13525,12237,13887,13005,15169,5696,4833,5393,5524,5099,5552,5619,12416,13470,12985,12125,12316,11833,12093
10.50_965.74,,,,965.7371,10.504,30339,14940,15904,20632,10289,8599,7652,4015,9510,15735,4607,9869,27240,9926,23613,34767,16465,7568,14525,3784,11038,10519,21460,9154,12898,10115,31774,6334,19145,9089,19395,12268,10856,18179,14788,7581,9168,7166,11968,21183,9224,7447,5830,11895,12520,13850,21210,21446,7754,11198,8112,4703,17752,9796,440,432,350,363,299,531,424,13332,17454,18283,17384,16542,14029,14549
5.31_758.51,,,,758.5141,5.306,678,6792,2261,4657,7134,4631,710,8836,7496,7974,9479,19821,1312,17638,612,2301,5577,21065,23803,16971,15716,8994,3902,4885,5522,18034,8155,7340,11011,22760,14662,7913,6367,16407,10959,3778,14325,11148,12025,25525,19982,28883,6588,22170,15367,13052,16866,5271,14545,13930,16241,13241,24868,17781,571,641,1279,783,425,8,537,15662,4421,7568,9926,14870,17193,17132
0.68_309.15,,,,309.1536,0.675,9074,9101,12455,5431,5702,5260,28994,13491,13193,7497,7426,7893,27188,6432,11865,11992,5232,6050,4157,3105,3162,6182,3261,4830,4347,4476,7114,75669,21389,31381,41335,29397,17864,20791,37917,21963,13889,20061,16788,12025,18531,21609,21614,20305,15675,17145,14213,12772,11174,8671,9645,13394,17244,14442,6343,7744,6961,12239,6614,6309,6240,12381,10788,11397,12536,14337,14808,14278
1.71_385.19,,,,385.1922,1.711,13193,16909,13504,12657,10249,8575,18260,22856,7436,26890,18889,19084,22820,17425,16213,18257,12077,19309,18595,22506,17232,13039,13357,12770,8100,17308,15837,19577,8549,8813,9303,6030,8631,7373,7597,6612,9264,7451,6300,9622,5861,9158,11460,8053,18116,7234,8293,7891,3899,12800,11663,7522,7175,4536,886,526,750,916,1071,921,1060,16202,8031,10512,11204,15071,16973,16184
6.54_684.43,,,,684.4339,6.54,14513,12503,13730,12888,13364,12852,21048,16171,16469,9547,14952,8648,25383,9736,14040,17950,13574,8156,9041,8119,9214,14785,7800,12553,10220,10257,12296,21719,12636,11952,12751,15595,14684,15997,25208,23722,11813,15376,15682,13732,15127,13383,10227,15049,11139,14253,15232,13460,14067,14034,10314,15826,14617,13607,11337,6770,10453,9452,9768,9120,9481,14931,11892,13741,13644,13224,12127,11478
5.06_66.90,,,,66.9006,5.057,11129,13329,13373,14836,13459,12947,14727,11133,9052,16481,12578,12149,17478,18712,17452,23638,27946,16561,5305,8019,6181,6646,11166,7882,10720,7834,8193,8787,8069,9656,8907,10595,16464,12145,7471,8420,20779,14068,12608,10132,14090,14568,9958,11763,14586,16182,11763,10775,16727,15478,15415,13002,18434,14130,62,2,35,145,70,65,177,11348,13526,13404,12222,12336,11445,11651
4.22_492.36,,,,492.362,4.224,12718,13699,14220,15371,13653,18061,26182,17655,12164,9205,13861,8912,34721,8476,21406,18847,14093,7790,8598,7397,9538,16244,7688,12929,11996,9667,9603,14175,11377,11960,10180,17129,16002,15427,22608,24086,12302,15733,17611,12429,15050,12188,8903,15372,10385,14687,13971,11387,14646,13403,8780,14838,14473,13311,2496,1190,3739,2351,2371,2431,2480,14161,12101,15577,15093,13352,11578,11452
6.88_664.55,,,,664.546,6.875,8210,11588,10836,18385,14724,4383,10217,19078,14559,15217,22746,18204,6413,22671,9792,8073,10556,31718,22728,20860,21912,18935,16067,18467,9771,24079,19274,14544,12383,18469,13210,9334,12790,12813,11645,9003,4984,7325,4134,4128,7188,5134,4434,4513,5723,3647,3541,3169,5570,4348,6226,6005,3842,4539,76,10,18,9,9,90,8,14358,8542,10794,10921,14958,15375,15538
0.78_323.17,,,,323.1687,0.781,9821,9217,11619,5973,5904,5257,24141,14566,13586,6922,7731,7859,29750,6249,11628,12634,4696,5648,4858,3530,3499,320,3188,5292,3945,4336,7130,71882,20784,29930,41292,28508,18139,21161,36502,22039,13534,19525,16134,12030,18457,21854,20181,20316,15834,17313,13944,12567,10623,9494,10087,12926,17354,15928,7193,6980,6635,12969,6752,6225,6223,13029,10520,11786,11962,14471,14669,13495
6.97_714.61,,,,714.6051,6.968,11980,12071,16713,24431,17221,13854,6098,19133,28336,18131,22564,19589,5680,21420,13358,11654,13330,30150,19003,15934,17803,11899,23628,14136,14860,19678,19086,11221,14108,14143,11103,11543,12329,10943,9315,10138,4315,7824,4028,2456,6222,3141,7014,3055,4112,3582,3269,6876,5724,3098,4634,4660,3368,4230,8,11,20,106,10,9,9,10977,14132,12282,11861,10733,10929,10290
7.44_690.61,,,,690.6053,7.443,14726,27871,15163,16171,17958,16012,13660,18816,12945,39350,15667,29147,11387,21163,19299,22103,11486,19137,14832,12983,10000,8053,6363,8155,8037,18127,9650,12632,9116,9832,12867,12811,7184,10967,10426,8073,5372,6188,5602,7063,6318,5898,3439,7556,6667,5540,5296,5279,11032,8410,9776,8673,7819,12110,14,18,33,17,16,14,14,12889,8366,10745,12097,12036,12510,12651
4.53_859.53,,,,859.5348,4.531,35517,16246,19598,11731,2750,18795,11893,3098,14604,10049,5140,3579,13411,2459,15510,1448,8304,410,27944,24574,16218,10400,8707,14788,11447,12259,12030,1645,12458,13156,898,225,407,1718,7544,3390,27224,27366,35594,9875,33540,12116,21309,26803,17283,31081,12115,21410,4770,3191,1802,10784,2027,13411,1931,1665,1063,1478,1781,1621,1508,16174,14974,15430,14939,15977,3993,4247
5.57_421.23,,,,421.2273,5.571,20704,14247,15029,12641,9849,15008,43994,23285,21311,9269,14474,7727,57037,10266,23319,22770,9640,7916,7955,7362,7613,13909,6897,10973,8274,9889,11249,65230,9129,9069,13326,12699,12874,14157,30175,25322,8305,12026,11100,14466,10208,11844,7982,15292,11413,8160,11376,11690,12519,11454,10523,13357,14833,11261,7127,2736,4507,4414,6859,8372,7808,12728,11621,11227,11839,14818,13941,13536
6.23_906.64,,,,906.6359,6.229,5337,10926,7864,10574,11919,7051,12781,7421,6307,7228,10185,6209,9418,8719,12020,15587,9753,16326,7634,9515,5155,4516,8302,8080,4564,9592,3228,14314,13064,4548,11599,11185,11009,12943,14672,12598,18729,22925,21386,22675,16915,15845,15296,20160,13631,12548,17332,15525,23094,17337,19576,17591,26560,29329,3004,2806,3116,2642,2807,3054,2588,12838,12767,12323,12348,13356,14624,14023
6.48_664.54,,,,664.5449,6.482,19573,22393,9616,12950,10893,35457,12590,16332,23239,11486,25297,15020,17515,15593,10875,11714,16285,14013,28600,29355,15393,29523,5391,18734,18857,20097,11815,5318,15548,13993,12602,11073,5772,11387,14116,14176,2777,1604,3676,4766,3800,4978,2800,2256,3653,3842,3725,6234,4402,5604,5190,9262,8062,4186,45,120,11,92,175,299,80,13930,10486,11064,11936,14439,14994,14260
6.32_421.23,,,,421.2274,6.318,11748,12981,10372,10558,11118,11083,23287,18792,14487,9778,14690,9263,21449,12249,12732,13890,10704,11028,10242,10577,9453,14481,6081,10763,8441,11738,10525,31807,10126,11266,15103,12661,13702,16348,20725,15885,9179,13741,13551,17602,12091,15910,8837,17013,14089,11967,13965,8951,15098,13340,11210,15816,15572,14812,6265,3019,5340,4395,6212,6306,6164,14940,9265,12163,12547,16011,15691,15454
5.97_771.57,,,,771.5736,5.971,10100,10148,10295,13951,18050,11080,11873,12912,12886,9211,8847,7151,9895,12307,8693,11201,10776,10412,8831,7629,8309,8642,6641,10226,10294,10537,8649,17099,10435,12667,12360,16003,11503,11763,15706,21569,12925,19441,19306,15039,19617,14196,12982,18973,12672,20331,20624,13443,17533,14041,13014,15684,15954,16469,31804,36171,15007,33721,34258,32160,32626,11969,15043,14256,13193,12539,11758,11622
7.56_812.66,,,,812.6636,7.558,6605,6926,9352,7704,10472,8577,8328,7093,12671,6880,9991,7778,8267,9716,6697,8303,9860,12465,7079,10982,11853,9285,13548,12796,11579,12272,12583,21116,13325,13578,17511,22460,19846,20190,18420,16981,18234,19436,14646,13116,14978,13264,11754,12272,12352,13804,12382,9374,17420,13543,13120,13250,15521,19752,884,910,1071,969,1126,798,966,12005,12405,12691,12177,12527,13252,12995
8.07_781.59,,,,781.5921,8.066,11112,10699,9562,10104,10229,15860,19256,21846,16245,10397,22984,9018,21016,22703,10163,10152,9251,22857,14430,21295,10358,16529,7383,13280,10353,16927,7641,25871,8313,11250,19277,12383,10112,18232,18053,13911,5158,3724,6461,14293,4780,9836,3488,4021,13458,6067,3199,5410,7029,11061,18370,14568,10466,12141,27,365,1012,595,33,1001,1373,16130,9382,8900,9591,14866,21632,23209
5.10_453.35,,,,453.354,5.102,12578,15591,11655,18065,24413,9361,10503,10241,14132,12173,2042,10539,6320,2280,17498,17626,13429,1843,7650,1723,15154,20619,6577,22804,14867,7829,15409,11642,25807,23457,11241,26408,24798,2742,3230,13463,23254,25459,23287,3177,25002,9309,10498,14209,2445,20499,23385,8642,21304,9774,1982,2404,11116,2524,1909,10057,12529,14621,9896,2406,2050,1863,6663,20812,23471,10831,2557,2232
0.82_421.23,,,,421.2277,0.821,5410,6403,5498,6335,11882,7170,13236,12838,8838,7600,10369,7981,19128,7457,9276,22649,5984,6907,3330,9099,5784,6436,4434,6095,9098,6806,8848,30937,18515,12872,32744,9414,22870,27533,19445,10297,15743,13559,7013,6620,21033,10739,18763,47837,11538,12065,11478,8245,22819,14339,11685,12294,13708,32051,13829,5157,10160,23574,9259,8513,7954,26517,9457,11208,18291,21503,21956,21402
5.47_816.58,,,,816.577,5.471,12420,9267,13352,13473,39338,15173,17424,14134,19963,8187,11756,10337,13928,11117,12348,11002,13418,9770,9311,7608,8682,12538,7586,14206,11264,9363,8882,17059,11398,12996,10585,12859,8842,11025,13748,19343,13471,15265,16371,12909,15205,12172,12602,13169,10291,17888,13909,11466,14580,11441,9223,14250,11158,11864,22182,27197,31732,25865,27703,28519,26933,11771,12907,13085,12845,11957,11490,11177
5.95_822.57,,,,822.5651,5.953,10593,11408,11871,15830,16505,12763,10182,13809,15512,9079,10047,6692,28,9902,10210,12836,11122,8303,8061,6159,7910,10171,7988,11416,10790,9676,9482,19551,10978,11610,12369,16472,12369,10914,16164,31444,13625,19278,20556,13308,21528,11657,14435,16828,10957,18669,18901,17137,16884,13869,10825,14591,14734,13990,6352,10229,8071,9757,5863,5374,4422,10760,18824,14807,14105,11988,11019,11077
6.07_875.56,,,,875.5631,6.066,15387,16451,13359,11563,18104,14410,20989,14121,14406,11469,12165,9634,14039,10441,17660,15369,12142,8408,10562,11670,10847,13192,9029,11274,9467,12557,12354,24018,11495,11984,13481,14937,13323,15145,22145,21026,9686,13557,12669,14138,11390,12565,10104,13926,10881,10616,12191,10718,12570,10253,9347,12695,11030,11201,756,779,974,865,1013,973,865,12790,12692,12680,12645,12981,13769,13731
5.59_776.57,,,,776.5733,5.591,3874,3840,9588,19072,8281,6057,5655,3413,19484,4215,5352,78,3798,3589,2455,9841,3609,3257,15436,71,8745,13896,10600,20071,11205,6702,10920,30813,12091,13458,17305,16689,16716,23368,13073,23524,25983,23099,26328,15446,37721,12219,28831,20801,11668,25630,20612,33603,12133,11318,4729,8891,11596,4573,3414,2612,2600,3326,1946,2549,1141,6966,17935,20334,16136,9018,8695,9403
5.12_853.58,,,,853.5812,5.118,12360,10713,10572,11408,14599,18190,11191,9942,22551,6875,11451,12419,17664,12473,10902,8498,11962,10111,9609,9846,10180,11717,9987,9561,10307,9387,10037,15995,13374,12442,12363,15235,17149,13617,14614,18307,12384,11861,12922,12041,14660,14516,12081,11930,8458,12592,12429,11189,17612,15462,12391,16949,18083,13075,382,563,608,741,492,922,598,10884,13527,12864,12884,12609,11993,11323
5.65_421.23,,,,421.2272,5.646,20704,16023,15029,13885,8845,14077,35598,21319,18931,9616,14752,7903,37838,9346,23319,22770,10581,8344,7955,8199,8090,13250,6897,10299,7727,9615,11249,53460,9129,10171,12863,11419,12061,15131,29787,20673,7985,11519,10911,15915,10065,11844,7291,15212,11179,8946,12263,11521,12092,11311,10101,13187,14424,11093,9676,2941,5540,7654,10887,11528,11188,13383,11621,11227,11646,14818,14898,14195
5.33_743.54,,,,743.5444,5.333,20436,9541,18557,12979,13496,13351,19638,12631,20168,8446,11865,7110,17271,9448,17354,10492,10448,5212,7244,5386,7647,14055,10620,21424,11095,7959,7452,21386,9749,11038,9028,9746,9373,10401,10474,15521,19609,17679,18522,14407,16178,13251,15255,13924,20278,20731,17424,12958,13548,12225,10430,13431,11598,10258,46651,53364,64624,51396,49514,47777,46726,11450,15375,13114,12964,11929,11479,11490
7.73_892.68,,,,892.6819,7.727,20473,14544,17148,16628,13767,18670,34404,18071,25465,9939,14314,9010,48575,9444,23047,22320,13884,8286,7506,5401,5651,11620,8778,9893,9188,8161,9643,29398,10437,10013,13432,15233,13961,15148,22141,22163,10604,10825,11937,11294,11712,9180,9059,12894,10040,10235,10494,10555,12770,12171,8755,12749,11819,13022,3781,2671,5704,3374,3488,3741,3354,15039,16472,16265,14933,14824,13777,13223
6.92_664.59,,,,664.5887,6.924,17565,18617,14941,20488,15293,31864,7170,10658,29060,14446,21608,23417,7298,18168,11226,14288,16896,19294,23958,24058,13954,20853,10165,12544,25478,17067,9955,1630,18789,13599,6460,10837,7940,8704,7599,8780,3251,2340,4474,3734,4012,3619,2865,1599,3627,5004,4055,6703,3953,3291,4525,6286,4590,2243,6,8,14,7,93,6,6,11596,13086,7079,9535,11358,8783,11198
6.20_806.57,,,,806.5651,6.201,21771,17511,26328,12156,19248,23647,43290,30318,19688,21149,23381,21216,32836,27628,28565,22532,28455,29802,4217,3717,3918,7948,1089,13518,2314,4861,2198,14800,1474,1823,14932,12815,15113,12796,10399,17070,7503,3654,3566,1422,2399,2002,1786,1742,8748,2109,2660,11,16015,10039,11826,18064,9045,13103,8,10,18,9,9,8,8,12195,13797,13474,12972,12752,13359,14063
