,,,,,Label,S4.1 M,S4.2 M,S4.3 M,S4.4 M,S4.5 M,S4.6 M,SR.1 M,SR.2 M,SR.3 M,SR.4 M,SR.5 M,SR.6 M,S30.1 M,S30.2  M,S30.3 M,S30.4 M,S30.5 M,S30.6 M,PR.1 M,PR.2 M,PR.3 M,PR.4 M,PR.5 M,PR.6 M,P4.1 M,P4.2 M,P4.3 M,P4.4 M,P4.5 M,P4.6 M,P30.1 M,P30.2  M,P30.3 M,P30.4 M,P30.5 M,P30.6 M,TR.1 M,TR.2 M,TR.3 M,TR.4 M,TR.5 M,TR.6 M,T4.1 M,T4.2 M,T4.3 M,T4.4 M,T4.5 M,T4.6 M,T30.1 M,T30.2  M,T30.3 M,T30.4 M,T30.5 M,T30.6 M,Biorec001,Biorec002,Biorec003,Biorec004,Biorec005,Biorec006,Biorec007,PoolQC001,PoolQC002,PoolQC003,PoolQC004,PoolQC005,PoolQC006,PoolQC007
8.51_672.42,,,,672.4163,8.507,6497,6683,6979,9582,5547,8029,5783,7027,7934,9886,8157,5201,18283,5795,7549,8419,14702,8522,6823,8542,12074,12878,8323,14138,9181,13359,10536,7697,11971,9895,8138,7674,12829,12891,12108,8364,10279,11591,11551,11617,11833,16485,11816,8363,13530,12692,9248,8445,14651,15200,10856,4835,11963,6832,7106,6512,7189,6925,7178,6615,6688,12538,11704,10716,10258,9817,9498,9770
5.39_797.53,,,,797.533,5.389,3828,3303,3163,4116,3593,3692,5505,3904,3704,3544,4137,5324,25099,3623,4964,4292,22861,8332,10000,12886,10787,9999,9289,11929,14115,12970,14321,9622,12906,9112,14138,12110,13252,14964,13103,10176,12654,14550,13531,12264,11209,12946,13882,10068,13329,15559,10888,11865,14264,16256,11311,10907,12894,11850,12829,10547,9638,8390,7011,6793,7114,12716,11383,10155,9610,9467,8831,8697
5.53_808.55,,,,808.5501,5.531,9337,6182,10665,7139,6759,5550,8810,7834,11943,7006,8063,7298,7357,8486,7123,7732,8379,8068,11330,10498,9793,11998,8842,10292,11398,10190,11894,10069,11940,8123,8985,9699,12596,9331,11027,12784,8282,8474,8585,10306,9696,8451,9060,10264,10464,10115,10546,10894,11384,10306,8932,10734,10064,8216,7,329,802,718,541,773,587,8906,9524,9729,9243,9757,10096,9159
8.52_890.69,,,,890.6874,8.518,6396,5186,6045,8473,2778,3570,4909,5922,5346,3897,6507,2474,9509,4504,9165,6034,5602,7996,4836,6400,18224,4417,7435,19071,4432,14047,15198,41480,4313,13982,7903,21747,15243,19766,16757,15558,4069,12223,4173,8900,13629,10022,6367,5389,10023,8938,5507,6149,14130,10475,17309,4440,9545,8787,460,634,485,281,651,287,805,9764,9557,9771,9540,9730,9308,9167
5.97_771.57,,,,771.5736,5.971,7149,7286,7607,9422,9184,7689,7665,7911,8290,8379,7943,8610,12568,7839,7530,8276,6898,8191,7813,11465,10637,9837,10390,7927,13382,11870,10323,8910,12761,9960,10170,7994,10237,12250,10269,8349,8091,11323,10862,10135,7009,12605,9558,11901,10178,12577,11355,10958,10134,10630,10075,8791,9832,8565,38504,38538,39935,39142,41158,40518,40270,10898,10206,10184,9574,10049,9804,9369
4.40_908.58,,,,908.5817,4.403,5853,8579,3750,9739,11588,10109,5595,6602,11416,6629,5924,9980,2353,4613,4600,5159,1112,9475,10459,11159,15572,8291,13086,7496,13461,13120,11006,9427,9853,12237,8004,8095,7356,7730,8857,5115,13404,10985,13501,13721,13247,16846,13057,12525,9756,13481,12809,11338,8335,7923,8390,4467,9911,7597,8,8,8,9,10,10,10,10021,10343,10222,8969,9052,8715,9256
6.44_831.64,,,,831.6431,6.441,8491,4557,8186,8293,5465,5453,8015,5794,7232,6064,7936,5639,11370,6065,7763,7459,8695,9667,9787,9861,11579,11597,9207,12209,10242,13819,12371,21788,10146,9597,11593,11227,13165,14900,11009,12158,7444,11260,8946,8955,9451,8123,7805,8140,10358,9662,8453,8380,13453,10934,11146,9572,9556,8241,7874,7461,9940,10911,8694,8454,9707,10018,9813,9565,9479,9588,9128,9202
5.00_831.54,,,,831.5385,4.995,7318,7381,6050,8160,9704,7707,6417,7628,12668,5926,7000,10570,15249,6121,4213,4937,13858,6537,14471,16021,12099,11570,13162,10819,13617,12071,13493,10524,14054,10665,7230,7151,7554,11547,9133,8742,9550,9931,8726,8689,8197,11221,9921,10890,8325,9329,9297,12009,9252,8498,8211,8542,8117,7673,1912,2044,2059,2518,2234,2042,2350,9811,10087,9370,9238,9774,9769,9662
7.66_664.63,,,,664.6258,7.655,5647,5255,4657,5758,5147,6634,4282,7011,12240,3854,6849,6996,5642,5265,3706,4012,2759,8270,4900,7773,14311,8717,16882,39351,5153,6618,5924,7762,11743,8518,4986,5278,16862,26675,22506,7714,7491,9336,7324,8332,19307,13466,11444,7179,14700,10937,6538,4911,14401,12236,14339,5498,12847,6536,1330,1218,1529,1166,1551,1311,1435,8734,8813,9389,9642,10694,9652,9431
5.56_850.60,,,,850.5977,5.557,6781,6367,6590,10284,6316,7404,6401,5612,7705,7959,6971,6505,12203,7436,6943,8746,3128,9539,5779,7833,12012,7927,9319,12980,7714,9103,10231,9555,8924,9161,8804,8877,11196,12547,12648,9049,9785,11585,10067,9940,14702,11051,9525,8651,12743,11219,12249,11374,13671,13797,12809,9010,13358,11107,23857,24259,24857,24002,24671,24562,25289,9642,9704,10264,9757,9881,9093,9807
6.03_744.45,,,,744.4548,6.028,6917,5693,7723,9929,7253,7614,9072,7716,7699,9297,8768,7992,16252,6769,8017,9025,12285,7893,9194,10242,10374,10104,8366,10126,10834,13963,10475,8574,10312,9180,11670,8731,11051,11084,9738,7784,9770,10546,9787,9831,8475,14171,11066,9041,10767,11366,10108,8914,11527,12960,9477,8834,10101,8720,8402,7902,8082,8461,9882,9562,9933,10734,10764,10263,8974,9096,8515,8098
3.38_297.28,,,,297.2803,3.383,8493,12232,5626,9057,8331,8202,4790,7542,12952,10687,10272,9578,19226,6540,5691,7651,13700,7601,6244,10558,17566,15732,13547,18468,7710,8300,7499,6430,11263,11763,5605,4634,10038,13519,13133,7577,5497,6132,9087,12324,17649,11164,10374,8147,11196,9356,7100,5395,8345,8119,7890,4207,7961,5444,3286,3768,3543,3681,3713,4093,3960,9336,10055,10724,8914,9092,9109,9555
5.45_606.51,,,,606.5112,5.446,13090,5828,9420,12174,4229,5144,10312,9206,10523,8802,10631,5814,5673,6614,9470,9457,2834,9327,7404,9811,18587,12216,18919,25519,8663,8183,9018,11671,11228,14795,9310,7749,25928,17092,22240,11363,4813,5503,3711,3559,9808,4440,6345,3740,6742,4917,4017,3361,8682,5826,5616,3377,6127,3158,167,74,126,140,188,185,73,10196,10440,9607,10164,9352,9291,9849
5.29_672.42,,,,672.416,5.286,6097,4708,7079,9427,6458,7276,10342,7003,6530,9338,8882,6989,22728,6113,8349,9706,22826,6990,8184,9313,10406,10525,7790,9692,10427,14079,11189,7996,9836,9133,12519,7918,11475,10978,9741,7588,10167,11507,10306,10248,9365,14999,10006,8809,11085,11746,10645,9663,13167,13919,10143,9087,11637,9262,8209,8325,8633,8484,9913,8775,10076,11469,11219,9860,9150,8613,8400,7773
0.80_645.33,,,,645.3271,0.797,18107,12861,9058,9256,7968,9985,14468,4932,4508,5589,8046,11707,89519,10498,4799,6108,28459,13492,15231,9257,7857,8351,6561,7345,5784,4833,13071,6907,7554,4675,5887,8074,10872,13329,8249,4497,17801,10171,16920,8783,13375,4566,8076,6636,21105,6809,5908,4201,9098,7361,3277,5525,3808,4729,16619,8492,5266,4551,5825,5080,4949,9138,9094,9167,9253,9307,9030,9872
6.16_1350.07,,,,1350.073,6.155,27070,11615,13354,6066,7884,5836,7501,10358,10355,7072,7111,7388,36,7535,22404,11700,26,9873,11148,10978,5064,7667,12780,3792,9475,7076,7648,17979,9843,9072,10023,14594,6240,7126,6547,18707,5832,5005,5821,4950,3805,1878,4326,7145,3898,4680,4804,8433,6834,4710,6138,15403,4995,9825,5,5,63,6,7,7,7,7056,7364,8190,8620,9852,10027,9971
6.27_781.57,,,,781.5715,6.266,6985,6469,7613,9502,7000,7157,7793,6602,7432,7778,8168,6869,15213,6949,7436,8699,12544,8449,8155,9775,13515,9173,8750,12278,8603,12986,10995,8263,9643,8929,10265,10684,12697,14926,14155,10575,7415,9811,9012,8770,11192,10107,7848,8531,9926,9981,9248,8730,12641,12274,11440,8729,10751,8434,2576,3033,3524,3323,3722,3965,3672,10714,10234,9856,9064,9556,8690,8992
5.85_797.55,,,,797.5508,5.851,5729,5084,7111,8790,6933,6683,7210,6008,6157,8302,7451,6174,55,5941,7296,9454,40,6737,9823,10562,11370,10584,8553,9893,11510,14269,11461,8156,11087,8213,11251,8173,11992,12715,11666,8538,8995,12267,10351,11782,9298,14472,10161,10033,11710,12647,10634,10133,13713,13733,11530,9927,11964,9847,7589,6960,6372,5892,4410,2781,2436,11211,10575,10238,9001,9192,8598,8307
6.02_492.36,,,,492.3631,6.023,7229,5320,7307,9411,7441,7546,8278,7773,7663,9232,8467,7711,15237,6232,8074,9692,11411,7335,8421,10106,10128,10692,7802,9997,11166,14039,11345,7867,10541,9023,10899,8638,10935,11449,10009,7674,9685,10516,10221,10281,8808,13737,10607,8909,10871,11089,10059,9369,11323,12822,9153,8846,10334,9293,7499,7749,7534,8113,9256,8915,8534,10647,10863,10427,9175,9023,8694,8603
5.48_832.61,,,,832.6072,5.481,5658,8186,4013,10543,8775,6577,4457,6591,7003,6961,7076,9874,12531,6916,5562,7842,6476,13191,12750,13761,16315,8279,11074,9887,12499,14657,11037,7740,11519,11544,8256,8939,11131,16984,17845,8487,7211,8501,10003,11068,12505,11109,8586,7820,7834,8580,9345,8924,8523,6729,6119,4586,9768,6499,9,9,9,10,12,11,11,10008,9032,9547,8377,9074,9594,9615
4.56_613.40,,,,613.3973,4.557,7553,6126,8231,9793,8536,8336,11065,8053,7771,9807,9859,7727,15717,7231,9272,10877,13696,9030,8154,8166,8536,8336,7283,8825,9773,10307,9939,8012,10732,8311,9708,9535,9163,10249,7487,7776,9606,9741,10327,9206,9980,11034,10302,8772,9683,12441,11684,10476,9780,10534,8927,10904,9267,9105,2225,2124,2239,2184,2792,2043,2645,10210,10423,9749,8942,9916,8958,9693
6.20_806.57,,,,806.5651,6.201,10851,11189,12548,13204,11906,13449,19687,14348,14766,11213,11841,15695,11571,14113,11214,8912,10637,11539,6298,5156,4737,8464,6179,11456,5992,3720,5851,13270,5039,6550,8413,7361,7466,3086,2272,8210,9877,8855,9650,7251,4199,8129,9156,5852,4820,4101,9629,7924,2015,5956,5671,10231,2991,8516,8,8,9,9,11,10,10,9594,10520,10389,9688,9984,10039,9865
5.30_934.62,,,,934.6193,5.3,8412,9147,4725,11220,15209,14217,8018,12085,18065,8904,8576,17425,5563,5862,3585,4195,11059,10166,14417,15220,13208,11447,8763,10200,11535,15399,14703,8250,11658,13155,8538,8211,6042,6075,8701,7951,8432,3391,3829,6334,6843,8452,9582,7222,4662,6046,4722,7455,9483,5452,4892,6721,4907,3663,8,94,8,8,10,100,132,10032,10655,9764,9650,9089,9459,9540
6.16_1572.08,,,,1572.0792,6.155,13201,7076,8530,6352,7661,6378,5884,6897,7268,8533,6761,6528,626,6392,14153,10475,3796,7722,12401,13834,7384,11796,11081,6290,13062,12442,10419,10576,13569,10067,14550,12735,7727,9908,7854,14163,7797,9102,7595,7042,5404,5933,7768,8453,7516,8040,7183,8518,9038,8636,7499,15247,7379,9753,7,7,8,8,9,9,9,9240,9735,9688,9447,9519,9550,8957
5.95_822.57,,,,822.5651,5.953,7111,6404,7669,9046,8871,7892,5953,7597,8196,8928,7092,8526,5442,7461,7359,8204,40,8235,10674,11511,10157,9759,9581,6987,13494,9656,11414,6958,12471,9093,10069,9308,9593,11724,10314,8149,8447,8590,10806,11136,7887,12579,9598,10296,10462,12466,11398,9952,10044,11011,9094,8480,10078,8850,7764,6133,6685,7536,4210,5902,6818,11214,9421,9848,9627,9219,7973,9927
5.20_817.56,,,,817.5589,5.202,7413,6218,7987,7739,7675,10364,9390,10694,10173,11535,10675,7206,15073,8163,7434,13807,12057,9039,7845,9538,7466,6687,5980,11454,10170,6827,13070,7348,8210,6690,11607,10209,8080,7946,8624,8693,10999,9137,10081,8116,3091,12772,7423,8115,8221,10051,11411,7386,11441,12534,10981,11382,10809,11184,8,8,9,9,11,10,10,6024,10814,6704,9593,9743,6305,9540
6.00_724.53,,,,724.53,6.001,12917,8146,10702,7776,3474,6561,9720,5649,8056,6440,8201,4116,12908,6467,12576,9094,8906,11416,6082,6199,10067,7413,4919,13504,5406,11117,10673,15040,6813,8093,8298,14907,15741,14131,16945,18374,3651,6735,4350,9054,12622,4197,4909,4783,8723,7415,5757,6796,16517,10407,11987,9662,10929,8873,18931,22058,21878,18160,14608,14678,15095,8300,9635,9080,9484,9385,9263,10871
8.99_698.62,,,,698.6244,8.993,8564,3282,3302,4676,11668,3158,14432,4813,2849,3327,6395,6565,20800,6343,6327,5795,9798,4807,11886,9242,6317,5372,7274,5240,9769,10148,8253,14502,6444,6814,16097,15374,7530,7532,6465,8999,13827,14225,11906,6263,5845,10407,11041,11348,8449,7097,13708,11778,10361,12321,13109,34924,8144,23482,25138,27341,26708,26515,24540,24797,24472,7312,7771,7182,6564,6589,7187,6523
7.15_831.65,,,,831.6538,7.149,8621,6250,7797,9465,5355,7046,7928,6581,6813,6908,9015,6061,16040,7092,8270,8122,11753,9021,6544,8146,10425,9391,8416,13452,7469,10635,8643,9935,8064,7650,9740,9216,12131,14123,11901,10315,8105,10335,9469,10602,10988,12198,9878,7910,10894,11353,9125,9460,12626,12433,11017,10003,10664,9439,19027,18974,19457,19053,19607,19796,19428,9882,9819,9275,8931,9194,8696,9366
7.10_690.61,,,,690.6052,7.097,11656,11853,7964,8333,13459,9544,10129,10064,11131,10908,11480,14939,7831,11803,10368,8648,7232,12959,5602,9517,7497,4808,6412,6982,6042,6186,6429,6184,7857,8071,6935,7089,7128,5345,7184,6830,8382,5916,7066,6850,8631,8001,9812,7248,6613,5880,6898,6091,13020,10751,11894,14149,10593,15212,881,876,726,718,533,1023,628,9030,8583,10760,9802,9786,11015,8680
8.41_761.62,,,,761.6194,8.413,4771,5766,7104,9686,4783,7106,5361,6173,7578,8749,6765,5940,15511,5028,6208,7134,14983,7753,5513,8217,11958,11031,9103,13846,9035,12598,9646,7531,10242,9515,6885,6326,12773,13685,12652,7851,10822,13008,10602,11934,11049,18120,11646,10099,14197,13501,9368,8649,14455,14360,11777,3939,12527,6758,4292,4379,4438,4001,4448,4373,4430,12428,11633,11406,9955,9555,10090,9628
4.24_790.50,,,,790.5042,4.241,8857,9707,9118,10935,13598,9084,13252,8448,12504,7546,10484,10661,10312,12254,5735,9342,5914,11489,6192,8130,5275,3414,12812,11042,4755,5061,5239,5936,4336,4953,5715,4583,2772,14658,4615,5576,12856,15459,10590,6041,7092,14653,14115,16075,9250,6377,11025,13265,7344,7342,11836,8921,5267,10222,146,152,321,139,173,11,120,10248,10547,11089,11492,11568,11270,11474
5.25_802.56,,,,802.5609,5.247,7835,7697,10319,10595,10381,9145,12102,11071,11437,15029,10259,12210,17997,16346,10033,8512,17602,8164,6249,7361,7783,7294,5873,10931,6034,6597,8468,9605,6831,7062,7482,6326,8477,6904,8179,6780,8181,10008,8219,7293,8593,7616,9039,9419,8605,6628,7760,6994,10320,10091,9368,8823,8598,8259,525,708,128,448,492,254,665,10751,9947,9575,9446,9734,8928,9193
4.48_1692.01,,,,1692.0059,4.482,18096,10954,17858,17045,8676,13572,21591,14620,9694,18792,19340,12492,10324,17208,27251,23043,11934,15750,3674,3283,2094,3711,3361,3417,3414,5318,4052,5710,2691,4551,7621,9451,4433,3090,4662,7181,5644,2809,3287,2515,3693,2560,3308,2657,3785,3601,2341,5322,6817,6362,5730,8899,5418,10656,5,5,77,6,7,6,6,11425,10648,11350,11292,11041,10502,10707
7.14_848.64,,,,848.6403,7.138,17340,3809,11649,15994,14680,9914,15543,18925,17588,3040,4791,11104,2158,4521,10856,9701,11626,5404,3799,10,5718,14385,16177,24426,6609,14,4345,3420,11,8300,13,19488,22069,23992,6156,21330,10260,13,11,5570,8805,4976,4490,5810,11,12,5084,7881,13,13,11,21344,11341,5906,29652,29377,29742,28439,28806,27368,11,5875,6280,7946,12553,10,9528,4884
5.78_1526.14,,,,1526.1395,5.783,12965,10116,10684,12530,14067,10391,11502,14248,9034,16054,11022,14378,4189,18758,13235,9739,2900,10717,4743,4569,4408,2403,3558,7522,2376,5169,4792,9240,2519,4097,4960,7021,8617,7039,6782,7587,9960,6532,8821,5549,11471,6568,7268,8148,9271,7478,8224,8571,8327,10006,11319,7198,9972,10837,611,646,462,658,623,552,578,8725,9401,9662,9741,10210,9108,9930
7.84_956.71,,,,956.7087,7.843,6012,5226,6066,7753,3880,5084,7413,4991,5435,5167,6644,4334,7546,6037,6485,6324,5611,7718,5293,6704,10999,6656,8327,16464,5336,9453,8040,11407,6656,7149,7939,9064,11578,14750,11993,10420,10607,14933,10376,12066,15320,13851,11645,9674,15442,12394,9815,10616,17600,15077,14993,10830,12972,11709,33531,34625,35771,33848,34238,32650,33926,9963,9624,9570,9609,9662,9648,9699
5.37_875.61,,,,875.6061,5.374,14724,14100,19106,15421,7156,17303,11646,11193,14504,13553,14037,10255,41765,12951,16148,17356,35063,11476,5298,5873,7126,5832,2715,9803,3487,5386,7685,3494,5495,6545,5820,6670,6792,10237,9777,7875,3520,3595,2774,4371,6219,3140,3065,2745,5555,5475,4349,5419,8516,7523,7656,6956,9066,4679,9,9,10,10,12,12,12,9820,9979,9475,8866,8655,9106,8405
5.38_791.56,,,,791.5599,5.375,10655,9061,11831,13914,12114,10785,14429,15325,12946,15657,11974,13461,8129,19127,12879,10378,9983,7965,2814,5568,7753,7287,5134,8731,4500,7453,4606,10198,4509,4904,6943,7406,7896,7336,6514,6464,7690,8017,7722,4956,7316,7417,9003,6914,5892,6356,6708,4204,9009,10738,7388,9462,7118,6674,313,191,100,40,123,180,210,9807,9472,8710,8256,8439,9136,8433
1.60_580.36,,,,580.363,1.602,8180,9062,8694,9695,12774,6595,8741,9563,7866,10280,8120,5644,9540,6037,9403,9471,9552,6887,7939,12018,15522,10370,12120,13380,8769,5846,8276,4844,9991,8752,4710,6377,4562,13214,9970,11057,7185,7722,9218,14218,10988,8253,10637,15251,13744,7195,9920,5412,7011,6524,8581,5526,9372,6875,14039,13825,13242,12931,13206,13550,13517,9750,9488,9230,9220,9230,9739,9022
6.72_794.57,,,,794.572,6.723,7833,7964,6924,8902,7959,9627,7700,8069,11286,7923,8570,9143,11364,6860,6984,7065,10000,8061,9392,10298,12977,10729,9967,14714,8528,10885,10692,11763,10472,9402,9132,9017,11872,12164,13899,10302,6777,7064,7160,7451,9131,8945,7185,6617,7981,8420,7922,8344,9788,8797,7895,6746,8954,6701,1930,1680,1991,1642,1845,1983,1793,9453,9510,9456,9452,9340,9150,8812
5.33_914.58,,,,914.5846,5.334,12887,8752,14235,10949,7229,10573,13526,10011,12025,15584,10903,9589,9668,13077,13257,10683,11841,8436,6378,5840,7746,6865,7610,10147,7009,5481,7614,9727,5388,5685,4966,6268,7379,8350,6616,8645,7496,8613,7253,9166,8830,3997,7072,7986,9366,8635,9844,8561,6526,6593,6911,8243,7498,7609,736,919,8,8,10,607,9,9996,9370,9959,9776,10006,9687,9811
8.28_893.68,,,,893.6813,8.279,3612,5245,5660,8685,3593,5017,4427,4842,7476,7229,5964,4310,19542,3700,5255,5405,16437,7409,4552,8113,13118,10604,10078,18618,7616,10265,9222,5797,11283,8258,5915,4920,14229,17428,13424,6815,9711,14352,11378,12976,12397,20552,12624,8033,15257,15215,9985,7968,18790,16440,13877,4262,14518,6041,4607,3863,3808,4126,4291,3953,4196,12313,11192,10665,11078,10043,9956,9617
5.85_1554.13,,,,1554.1258,5.852,7024,6247,7253,8341,7400,6978,7240,6495,7013,8263,7320,6903,6293,6863,7022,8339,7799,7160,9570,10726,9880,9556,8700,9551,11316,12272,10948,8095,10118,8923,11319,9598,10339,11663,10069,9115,8302,10582,9614,10159,7726,12320,9570,9689,10562,11113,9579,9765,11484,11595,9994,9600,10091,9601,4839,4808,4572,4403,4509,4407,4518,10266,10229,9713,8894,8593,8749,8611
7.06_786.52,,,,786.518,7.063,10322,6148,9047,10052,3391,4431,7051,5309,7144,7151,9662,3424,1726,6704,11990,7970,1247,11904,6421,6931,12787,5311,3994,13115,6289,14131,13308,29009,6461,11932,8378,12622,13623,15310,13366,11103,3041,348,3716,12243,12656,434,7232,3886,9469,11573,5888,7823,15922,11416,13570,7304,10660,7552,257,247,264,279,330,320,314,12148,11871,10616,10628,9495,9588,10127
4.71_932.50,,,,932.4976,4.713,6245,4136,6782,7989,6030,7326,8716,6659,5428,7390,7762,6429,27598,7283,8337,8118,37598,7128,7830,9049,9567,8546,8815,10452,9486,11072,8570,8521,9680,8909,11416,8897,11170,10173,10497,7968,9531,10889,8940,9405,9011,11181,9077,9339,9193,10715,10301,9158,12293,13266,11515,11044,11232,11957,156,105,189,89,140,162,248,9785,10107,10258,8997,9332,8737,8218
7.47_656.56,,,,656.5603,7.474,10984,8630,10637,7219,6792,5346,7480,7823,11083,7963,10580,9233,4007,12512,9937,9089,3937,11507,4972,8263,12187,6540,8304,7705,6399,5357,7431,6236,7536,10292,4871,6358,11151,7759,9532,7942,9545,6441,8967,8428,11236,10921,11652,7185,9065,9390,8964,5915,11135,11715,12491,10363,14357,9660,11294,12159,11248,10623,10678,10514,10113,10191,9410,10081,9981,10028,9723,9263
6.55_783.57,,,,783.5724,6.549,8680,7738,7474,7546,5063,10229,9219,7360,10124,13560,6674,6985,6579,6947,10344,6527,8028,8313,8312,8873,10695,10244,7710,12867,6017,10664,10013,7833,8813,6643,7318,8179,8106,9104,12533,12491,6956,6401,5965,9169,8752,7469,8326,8043,8644,8309,7894,10014,13499,12757,9335,15109,11106,9724,1131,790,1431,1111,1806,1081,722,8878,9813,9225,8652,9137,8941,8997
7.08_838.64,,,,838.6373,7.085,1863,1007,2404,2875,929,1454,1482,1806,1135,2789,1307,1904,2317,829,750,2207,2825,1168,4106,16552,35647,30964,47374,58787,1846,1596,2754,13456,33129,4789,2919,2576,27971,51435,55122,23125,997,2387,3022,1100,6835,4566,1386,2718,2741,1315,1616,655,4752,5732,2430,2617,2313,1719,1434,1167,1346,1425,1087,1213,1404,8415,8471,8788,8529,8524,8382,8250
7.17_862.64,,,,862.6393,7.174,7770,5617,5920,7108,2973,3866,4881,6159,5969,4380,9077,3267,6202,4408,6232,4464,3717,8233,3688,6353,16740,6074,10770,16095,3444,8446,8927,66001,7776,8776,4677,12667,12615,19309,18636,12651,3347,6485,4187,6663,13152,4355,4574,4245,7208,7529,3686,5768,13823,8022,14315,4943,7691,8356,3019,3477,3554,3374,2978,3166,3062,8070,8092,8560,8968,8857,8566,9089
6.10_529.46,,,,529.463,6.101,4333,2524,4434,6574,2875,4117,5014,6509,4634,2550,3763,5804,7181,8184,3806,3663,7658,7110,5464,13476,6760,3526,18595,18190,5242,5397,5835,8947,4806,5564,3348,2355,6773,23760,8533,10650,13152,39239,13992,6312,7626,21843,11119,11715,7419,8164,16460,16152,10679,11346,14756,15261,8622,22102,1989,1915,3075,2893,5569,6031,6230,9206,8545,9014,8796,9532,8675,9414
5.18_1550.01,,,,1550.0106,5.182,7907,7733,9515,10110,7193,9159,15112,8484,8530,11870,11203,7689,8683,8670,9509,14448,12162,7467,8880,8621,6589,9456,6676,6303,8893,12057,9460,6827,8646,7779,11608,7963,6771,7001,4930,6727,10817,11447,10737,9405,6248,11793,9703,9482,8400,9496,9785,10490,8709,7297,6699,8267,6360,9006,5,52,6,6,7,7,7,10327,10060,9996,9928,9188,9142,9035
5.93_905.64,,,,905.6439,5.933,7669,9680,4214,8703,10350,13565,8431,10284,15130,8383,8320,12360,12841,9102,4281,6282,9144,9211,9549,10258,13549,8400,12263,16842,7919,10764,9060,12930,8686,10376,7565,6321,10149,10969,9341,6559,8130,6570,7647,6889,8838,9968,9889,7105,6354,6996,6692,7205,6374,5160,6770,4085,6243,5285,486,410,369,350,233,635,390,9973,9582,9573,9230,9001,8996,9536
6.28_674.52,,,,674.515,6.282,5703,9090,8291,12725,6759,5447,6538,10222,9307,9469,11216,7207,4816,8740,11156,6996,13757,8041,3537,4146,12222,2620,3566,11355,3790,9746,9410,8767,3865,6745,3803,10280,12087,8752,12131,8318,7884,11342,6951,9588,19594,7313,8293,8175,12486,10415,9438,7786,14315,12745,15549,8076,12635,8885,9,112,212,10,237,267,169,10448,9419,9249,9162,9125,8909,9530
6.57_409.41,,,,409.4058,6.566,5741,5058,5747,6571,5514,5779,6937,10347,6227,5983,21106,6742,33180,4836,6607,6522,18190,7804,7477,6666,8865,11618,6902,9616,9712,9978,7893,28696,6921,7043,7647,6615,8525,9582,9202,7251,6932,8964,9059,9060,10038,12671,8554,9952,10501,11386,7126,9153,10807,10162,9355,8677,9527,11107,9089,6550,6740,7356,8657,7490,7806,9210,9530,8087,7653,8349,7942,8069
